Date/Time,OAT,OCCU,Solar,Lux,IAT,C38130:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),ZoneCO2,DAT,VAV_SYSTEM SUPPLY FAN OUTLET:System Node Pressure [Pa](TimeStep),SupplyFlow,SupplyCO2
 06/14  01:20:00,10.198375,0,0,0,19.9895134,315.5279019,420,12.80003518,100120.6828,1.49E-02,420
 06/14  01:25:00,10.248375,0,0,0,19.97138737,313.9180502,420,12.80003949,100120.5807,1.49E-02,420
 06/14  01:30:00,10.298375,0,0,0,19.95348369,312.3987853,420,12.80004327,100120.4786,1.49E-02,420
 06/14  01:35:00,10.348375,0,0,0,19.93607635,310.9140886,420,12.80004664,100120.3766,1.49E-02,420
 06/14  01:40:00,10.398375,0,0,0,19.91927669,309.4312818,420,12.80004969,100120.2745,1.49E-02,420
 06/14  01:45:00,10.448375,0,0,0,19.90305192,307.9485445,420,12.80005244,100120.1725,1.49E-02,420
 06/14  01:50:00,10.498375,0,0,0,19.88733466,306.4745559,420,12.80005493,100120.0704,1.49E-02,420
 06/14  01:55:00,10.548375,0,0,0,19.87208015,305.0150565,420,12.80005719,100119.9684,1.49E-02,420
 06/14  02:00:00,10.598375,0,0,0,19.85726812,303.5708723,420,12.80005924,100119.8663,1.49E-02,420
 06/14  02:05:00,10.498375,0,0,0,19.83695576,302.4667551,420,12.80003148,100119.9684,1.49E-02,420
 06/14  02:10:00,10.398375,0,0,0,19.81083067,302.5480087,420,12.80002377,100120.0704,1.49E-02,420
 06/14  02:15:00,10.298375,0,0,0,19.78168775,303.2922408,420,12.80001096,100120.1725,1.49E-02,420
 06/14  02:20:00,10.198375,0,0,0,19.75185645,304.2126716,420,12.79999785,100120.2745,1.49E-02,420
 06/14  02:25:00,10.098375,0,0,0,19.72219397,305.0940378,420,12.79998639,100120.3766,1.49E-02,420
 06/14  02:30:00,9.998375001,0,0,0,19.69266502,305.9185626,420,12.79997679,100120.4786,1.49E-02,420
 06/14  02:35:00,9.898375001,0,0,0,19.66305263,306.7259753,420,12.79996873,100120.5807,1.50E-02,420
 06/14  02:40:00,9.798375001,0,0,0,19.63325653,307.5407558,420,12.79996191,100120.6828,1.50E-02,420
 06/14  02:45:00,9.698375001,0,0,0,19.60328697,308.3644967,420,12.79995613,100120.7848,1.50E-02,420
 06/14  02:50:00,9.598375001,0,0,0,19.57318313,309.1904366,420,12.79995127,100120.8869,1.50E-02,420
 06/14  02:55:00,9.498375001,0,0,0,19.54296856,310.0137392,420,12.79994724,100120.9889,1.50E-02,420
 06/14  03:00:00,9.398375001,0,0,0,19.51264854,310.8332948,420,12.79994395,100121.091,1.50E-02,420
 06/14  03:05:00,9.306708334,0,0,0,19.48259901,311.6512404,420,12.79995959,100121.2951,1.50E-02,420
 06/14  03:10:00,9.215041667,0,0,0,19.45283822,312.3916823,420,12.7999633,100121.4992,1.50E-02,420
 06/14  03:15:00,9.123375001,0,0,0,19.42319253,313.0892799,420,12.79997061,100121.7033,1.50E-02,420
 06/14  03:20:00,9.031708334,0,0,0,19.39352067,313.7749842,420,12.7999785,100121.9074,1.50E-02,420
 06/14  03:25:00,8.940041667,0,0,0,19.3637746,314.4623391,420,12.7999857,100122.1115,1.50E-02,420
 06/14  03:30:00,8.848375001,0,0,0,19.33396119,315.1522848,420,12.79999201,100122.3156,1.50E-02,420
 06/14  03:35:00,8.756708334,0,0,0,19.30409713,315.8421992,420,12.79999758,100122.5197,1.50E-02,420
 06/14  03:40:00,8.665041667,0,0,0,19.27419062,316.5305055,420,12.80000259,100122.7238,1.50E-02,420
 06/14  03:45:00,8.573375001,0,0,0,19.24424229,317.2171045,420,12.80000712,100122.928,1.50E-02,420
 06/14  03:50:00,8.481708334,0,0,0,19.21425061,317.9024261,420,12.80001124,100123.1321,1.50E-02,420
 06/14  03:55:00,8.390041667,0,0,0,19.1842148,318.5867771,420,12.80001499,100123.3362,1.50E-02,420
 06/14  04:00:00,8.298375001,0,0,0,19.15413506,319.2702329,420,12.8000184,100123.5403,1.50E-02,420
 06/14  04:05:00,8.390041667,0,0,0,19.13122722,319.5028411,420,12.80002847,100123.6423,1.50E-02,420
 06/14  04:10:00,8.481708334,0,0,0,19.11590011,318.3254898,420,12.80003365,100123.7444,1.50E-02,420
 06/14  04:15:00,8.573375001,0,0,0,19.10475535,316.35462,420,12.80003939,100123.8464,1.50E-02,420
 06/14  04:20:00,8.665041667,0,3916.628189,5.099523922,19.09733319,315.2464635,420,12.8000446,100123.9485,1.50E-02,420
 06/14  04:25:00,8.756708334,0,13085.49845,6.765917356,19.09704231,315.6596861,420,12.80004938,100124.0506,1.50E-02,420
 06/14  04:30:00,8.848375001,0,11818.03382,8.55693641,19.09895687,313.2430358,420,12.80005417,100124.1526,1.50E-02,420
 06/14  04:35:00,8.940041667,0,40762.94787,21.23643683,19.11994662,319.9176805,420,12.80005799,100124.2547,1.50E-02,420
 06/14  04:40:00,9.031708334,0,70318.56068,38.97903827,19.17008275,327.0568199,420,12.80006354,100124.3567,1.50E-02,420
 06/14  04:45:00,9.123375001,0,105137.2961,72.80353836,19.24948511,333.987917,420,12.80006985,100124.4588,1.50E-02,420
 06/14  04:50:00,9.215041667,0,132587.2406,112.653605,19.34805262,338.2499152,420,12.80007556,100124.5608,1.50E-02,420
 06/14  04:55:00,9.306708334,0,157775.7172,167.3593879,19.45588358,341.4574104,420,12.8000795,100124.6629,1.50E-02,420
 06/14  05:00:00,9.398375001,0,179869.8923,240.6133127,19.57079383,345.8541018,420,12.80008187,100124.7649,1.49E-02,420
 06/14  05:05:00,9.498375001,0,202476.676,300.2820695,19.69494997,351.1478719,420,12.80006319,100124.969,1.49E-02,420
 06/14  05:10:00,9.598375001,0,230051.7783,400.1658204,19.83321024,358.2180225,420,12.80005784,100125.1732,1.49E-02,420
 06/14  05:15:00,9.698375001,0,253994.237,471.3373885,19.98529622,364.5986939,420,12.80004884,100125.3773,1.49E-02,420
 06/14  05:20:00,9.798375001,0,278068.1412,542.3359679,20.14877341,370.8478166,420,12.80003894,100125.5814,1.49E-02,420
 06/14  05:25:00,9.898375001,0,302234.5204,613.6106642,20.32196611,377.3871515,420,12.80002939,100125.7855,1.49E-02,420
 06/14  05:30:00,9.998375001,0,326454.5685,683.215088,20.50417024,384.2292202,420,12.80002049,100125.9896,1.49E-02,420
 06/14  05:35:00,10.098375,0,339534.1803,726.5405519,20.68626477,387.4360066,420,12.80001214,100126.1937,1.49E-02,420
 06/14  05:40:00,10.198375,0,352504.4489,763.3888452,20.86363363,390.8949457,420,12.80000394,100126.3978,1.49E-02,420
 06/14  05:45:00,10.298375,0,365356.0604,792.4145013,21.03944287,396.0909553,420,12.79999623,100126.6019,1.49E-02,420
 06/14  05:50:00,10.398375,0,378076.2312,812.2776676,21.21442869,400.4011252,420,12.79998917,100126.806,1.49E-02,420
 06/14  05:55:00,10.498375,0,390340.386,821.6504152,21.38890398,404.8616198,420,12.7999826,100127.0101,1.49E-02,420
 06/14  06:00:00,10.598375,0,402796.182,819.2220522,21.5632381,409.4392678,420,12.79997644,100127.2143,1.49E-02,420
 06/14  06:05:00,10.873375,0,415064.3659,865.3904688,21.74435652,413.5356159,420,12.79997919,100127.5204,1.49E-02,420
 06/14  06:10:00,11.148375,0,427129.6412,909.9201688,21.92984363,415.0774628,420,12.79997649,100127.8266,1.49E-02,420
 06/14  06:15:00,11.423375,0,438976.2896,952.4385571,22.11862981,417.4403749,420,12.79997565,100128.1327,1.49E-02,420
 06/14  06:20:00,11.698375,0,450588.4955,992.579215,22.30881126,419.1894648,420,12.79997533,100128.4389,1.49E-02,420
 06/14  06:25:00,11.973375,0,458513.9283,1044.932668,22.49667129,419.7701316,420,12.79997502,100128.7451,1.49E-02,420
 06/14  06:30:00,12.248375,0,469747.7167,1077.852146,22.68256178,421.2335941,420,12.79997481,100129.0512,1.49E-02,420
 06/14  06:35:00,12.523375,0,473389.3874,1092.483998,22.86199584,420.2979646,420,12.79997461,100129.3574,1.49E-02,420
 06/14  06:40:00,12.798375,0,476775.1449,1103.335528,23.0328496,419.3670231,420,12.79997493,100129.6636,1.49E-02,420
 06/14  06:45:00,13.073375,0,479902.1895,1110.287511,23.19607146,418.7522417,420,12.79997577,100129.9697,1.49E-02,420
 06/14  06:50:00,13.348375,0,482767.7259,1113.229429,23.35335332,418.2028523,420,12.7999769,100130.2759,1.49E-02,420
 06/14  06:55:00,13.623375,0,485368.8959,1112.058987,23.5056898,417.5106753,420,12.79997818,100130.5821,1.49E-02,420
 06/14  07:00:00,13.898375,0,487702.6936,1106.68167,23.65331663,416.6124809,420,12.79997964,100130.8882,1.49E-02,420
 06/14  07:05:00,14.13170833,0,489765.8652,1121.767686,23.79438964,415.5522125,420,12.79998139,100130.7862,1.49E-02,420
 06/14  07:10:00,14.36504167,0,491554.7996,1134.719469,23.92876556,414.6759685,420,12.7999833,100130.6841,1.49E-02,420
 06/14  07:15:00,14.598375,0,493065.4113,1145.490647,23.99778071,422.8353654,420,12.47285902,100130.5821,1.73E-02,420
 06/14  07:20:00,14.83170833,0,494293.019,1154.038423,24.00005155,442.4049914,420,12.55329182,100130.48,1.97E-02,420
 06/14  07:25:00,15.06504167,0,495232.2263,1160.323392,24.00005144,463.3388553,420,12.70498929,100130.3779,2.10E-02,420
 06/14  07:30:00,15.298375,0,495876.8055,1164.309382,23.99993353,482.3934454,420,12.67571175,100130.2759,2.29E-02,420
 06/14  07:35:00,15.53170833,0,493606.0528,1161.209333,23.99993234,498.8889773,420,12.71347397,100130.1738,2.44E-02,420
 06/14  07:40:00,15.76504167,0,491071.4095,1155.766178,23.99993837,514.001293,420,12.73090341,100130.0718,2.58E-02,420
 06/14  07:45:00,15.998375,0,488268.3861,1148.00021,23.99994557,528.0726057,420,12.74237567,100129.9697,2.72E-02,420
 06/14  07:50:00,16.23170833,0,485191.4335,1137.933608,23.99995329,541.2169047,420,12.75106346,100129.8677,2.84E-02,420
 06/14  07:55:00,16.46504167,0,481833.9549,1125.590306,23.99996138,553.4964074,420,12.75808206,100129.7656,2.97E-02,420
 06/14  08:00:00,16.698375,0,478188.3475,1110.995874,23.99996976,564.9110713,420,12.77424502,100129.6636,3.05E-02,420
 06/14  08:05:00,16.83170833,0,474246.0752,1106.816426,23.99996656,575.3848476,420,12.77046795,100129.6636,3.15E-02,420
 06/14  08:10:00,16.96504167,0,469997.7737,1101.004146,23.99996231,585.0769802,420,12.77389953,100129.6636,3.24E-02,420
 06/14  08:15:00,17.098375,0,465433.392,1093.577615,23.99995808,593.9646402,420,12.77742636,100129.6636,3.33E-02,420
 06/14  08:20:00,17.23170833,0,460542.3679,1084.556327,23.99995405,602.0332422,420,12.78054346,100129.6636,3.41E-02,420
 06/14  08:25:00,17.36504167,0,455313.8407,1073.960632,23.99995025,609.2660646,420,12.78327534,100129.6636,3.49E-02,420
 06/14  08:30:00,17.498375,0,449736.8977,1061.811694,23.99994667,615.6424902,420,12.78568707,100129.6636,3.56E-02,420
 06/14  08:35:00,17.63170833,0,443800.5253,1048.000441,23.9999433,621.1314347,420,12.78784373,100129.6636,3.62E-02,420
 06/14  08:40:00,17.76504167,0,437494.18,1032.691056,23.99994015,625.6819647,420,12.78981239,100129.6636,3.68E-02,420
 06/14  08:45:00,17.898375,0,430808.2797,1015.905274,23.99993723,629.2494555,420,12.79161824,100129.6636,3.72E-02,420
 06/14  08:50:00,18.03170833,0,423734.4777,997.6655639,23.99993453,631.7886457,420,12.79329298,100129.6636,3.76E-02,420
 06/14  08:55:00,18.16504167,0,416266.0439,977.9950997,23.99993208,633.2686265,420,12.79485063,100129.6636,3.79E-02,420
 06/14  09:00:00,18.298375,0,408398.2568,956.9177496,23.99992985,633.7620803,420,12.79620397,100129.6636,3.82E-02,420
 06/14  09:05:00,18.49004167,0,400128.8015,939.3058369,23.99994444,633.2554591,420,12.79626505,100129.1533,3.84E-02,420
 06/14  09:10:00,18.68170833,0,391458.1638,920.4968224,23.99996018,631.6691217,420,12.79752965,100128.643,3.86E-02,420
 06/14  09:15:00,18.873375,0,382390.0131,900.5129493,23.99997538,628.8940304,420,12.79894381,100128.1327,3.86E-02,420
 06/14  09:20:00,19.06504167,0,372931.5647,879.3770023,23.99998977,624.8896308,420,12.80038089,100127.6225,3.86E-02,420
 06/14  09:25:00,19.25670833,0,363093.9116,857.1123047,24.00000333,619.6498418,420,12.80183804,100127.1122,3.85E-02,420
 06/14  09:30:00,19.448375,0,352892.3179,833.7427172,24.00001607,613.1952346,420,12.80332169,100126.6019,3.83E-02,420
 06/14  09:35:00,19.64004167,0,341737.9956,808.2004502,24.00002801,605.4030446,420,12.80503649,100126.0917,3.80E-02,420
 06/14  09:40:00,19.83170833,0,330327.7407,781.7107419,24.00003917,596.5115438,420,12.80661802,100125.5814,3.76E-02,420
 06/14  09:45:00,20.023375,0,318692.8621,754.309026,24.00004956,586.689725,420,12.80813466,100125.0711,3.71E-02,420
 06/14  09:50:00,20.21504167,0,306868.9304,726.0308375,24.00005921,576.0944015,420,12.80960408,100124.5608,3.66E-02,420
 06/14  09:55:00,20.40670833,0,294895.6655,696.9118104,24.00006818,564.8964649,420,12.810997,100124.0506,3.60E-02,420
 06/14  10:00:00,20.598375,0,282816.7413,666.9876731,24.00007652,553.2848304,420,12.81226002,100123.5403,3.54E-02,420
 06/14  10:05:00,20.69004167,0,270679.505,645.2922228,24.00006756,541.2336494,420,12.81655283,100123.03,3.46E-02,420
 06/14  10:10:00,20.78170833,0,258534.6106,622.9927513,24.00005792,529.3713719,420,12.81767014,100122.5197,3.38E-02,420
 06/14  10:15:00,20.873375,0,246435.5677,600.1164855,24.00004889,517.7975448,420,12.81838216,100122.0095,3.31E-02,420
 06/14  10:20:00,20.96504167,0,234438.2106,576.6907199,24.00004086,505.4104706,420,12.82114124,100121.4992,3.22E-02,420
 06/14  10:25:00,21.05670833,0,222600.09,552.7428088,24.0000338,492.97752,420,12.8228768,100120.9889,3.14E-02,420
 06/14  10:30:00,21.148375,0,210979.7966,528.3001561,24.0000276,480.7671222,420,12.82407305,100120.4786,3.06E-02,420
 06/14  10:35:00,21.24004167,0,199006.7197,501.2511999,24.00002208,468.4496702,420,12.81341523,100119.9684,3.02E-02,420
 06/14  10:40:00,21.33170833,0,187284.088,473.6513199,24.0000173,456.5202196,420,12.82304348,100119.4581,2.95E-02,420
 06/14  10:45:00,21.423375,0,175879.4699,445.515742,24.00001309,445.1695749,420,12.82380133,100118.9478,2.88E-02,420
 06/14  10:50:00,21.51504167,0,164859.581,416.8604947,24.0000094,434.494447,420,12.82348639,100118.4375,2.81E-02,420
 06/14  10:55:00,21.60670833,0,154289.3167,387.7024073,24.00000615,424.5326055,420,12.82279755,100117.9273,2.75E-02,420
 06/14  11:00:00,21.698375,0,144230.7523,358.0591046,24.0000033,415.2696107,420,12.82190906,100117.417,2.70E-02,420
 06/14  11:05:00,21.698375,0,134742.1252,347.2228975,24.00000731,406.3003222,420,12.82669255,100116.4985,2.64E-02,420
 06/14  11:10:00,21.698375,0,125876.8223,336.2545091,24.0000114,397.8910298,420,12.82681788,100115.58,2.58E-02,420
 06/14  11:15:00,21.698375,0,117682.3898,325.1585482,24.00001505,389.8838002,420,12.82686175,100114.6615,2.52E-02,420
 06/14  11:20:00,21.698375,0,110199.5892,313.9399053,24.00001823,382.0946213,420,12.82737924,100113.743,2.47E-02,420
 06/14  11:25:00,21.698375,0,103461.5204,302.6037486,24.00002099,374.1840826,420,12.82906583,100112.8245,2.41E-02,420
 06/14  11:30:00,21.698375,0,97492.83485,291.1555176,24.00002324,366.6235566,420,12.82936157,100111.906,2.36E-02,420
 06/14  11:35:00,21.698375,0,92466.36319,279.9332424,24.0000252,359.4895931,420,12.82910757,100110.9876,2.31E-02,420
 06/14  11:40:00,21.698375,0,88233.61393,268.6358784,24.00005538,352.3973482,420,12.83061991,100110.0691,2.26E-02,420
 06/14  11:45:00,21.698375,0,84781.28064,257.2711924,24.00009596,345.2376717,420,12.83256032,100109.1506,2.21E-02,420
 06/14  11:50:00,21.698375,0,82086.31864,245.8470265,24.0001347,338.0333747,420,12.83364373,100108.2321,2.15E-02,420
 06/14  11:55:00,21.698375,0,80116.09383,234.371287,24.00017232,330.9296057,420,12.83488587,100107.3136,2.10E-02,420
 06/14  12:00:00,21.698375,0,79510.25332,222.8519335,24.0002023,324.434759,420,12.83369354,100106.3951,2.06E-02,420
 06/14  12:05:00,21.74004167,0,79459.08537,221.4238503,24.00022045,318.7494208,420,12.82728746,100105.6807,2.02E-02,420
 06/14  12:10:00,21.78170833,0,79415.29505,219.9776227,24.00023379,313.525818,420,12.82484912,100104.9663,1.99E-02,420
 06/14  12:15:00,21.823375,0,79378.50192,218.5123037,24.00024391,308.69382,420,12.82285075,100104.2519,1.96E-02,420
 06/14  12:20:00,21.86504167,0,79348.19027,217.0269172,24.00025192,304.2248848,420,12.82133059,100103.5376,1.94E-02,420
 06/14  12:25:00,21.90670833,0,79323.72011,215.5204573,24.00025818,300.0954802,420,12.81986381,100102.8232,1.92E-02,420
 06/14  12:30:00,21.948375,0,79304.34166,213.991889,24.00026461,296.2828291,420,12.81842529,100102.1088,1.89E-02,420
 06/14  12:35:00,21.99004167,0,79330.03289,212.5126709,24.00026801,292.7787053,420,12.81691136,100101.3944,1.88E-02,420
 06/14  12:40:00,22.03170833,0,79360.46928,210.9989388,24.00027017,289.557475,420,12.81748656,100100.68,1.86E-02,420
 06/14  12:45:00,22.073375,0,79394.9387,209.449855,24.00027146,286.59657,420,12.81632068,100099.9656,1.84E-02,420
 06/14  12:50:00,22.11504167,0,79432.67953,207.8645594,24.00027181,283.877589,420,12.8148165,100099.2513,1.83E-02,420
 06/14  12:55:00,22.15670833,0,79472.89749,206.2421745,24.00027127,281.3836525,420,12.81331143,100098.5369,1.82E-02,420
 06/14  13:00:00,22.198375,0,79514.78118,204.5818108,24.00026993,279.099092,420,12.81185694,100097.8225,1.81E-02,420
 06/14  13:05:00,22.29004167,0,79557.51597,203.6802025,24.00025976,277.1640813,420,12.8033585,100096.4958,1.80E-02,420
 06/14  13:10:00,22.38170833,0,79600.29584,202.7414009,24.0002487,275.4301414,420,12.80081249,100095.1691,1.80E-02,420
 06/14  13:15:00,22.473375,0,79642.33323,201.7647844,24.00023821,273.8768824,420,12.79924511,100093.8424,1.80E-02,420
 06/14  13:20:00,22.56504167,0,79682.86695,200.7497524,24.00022859,272.4837788,420,12.79797829,100092.5157,1.81E-02,420
 06/14  13:25:00,22.65670833,0,79721.16809,199.6957328,24.00021978,271.2360931,420,12.79685669,100091.1889,1.81E-02,420
 06/14  13:30:00,22.748375,0,79756.54434,198.6021893,24.00021167,270.1221258,420,12.79584074,100089.8622,1.81E-02,420
 06/14  13:35:00,22.84004167,0,79152.46551,196.364565,24.0002052,268.9225644,420,12.79627724,100088.5355,1.82E-02,420
 06/14  13:40:00,22.93170833,0,78527.65764,194.1050713,24.00020003,267.716494,420,12.7964069,100087.2088,1.82E-02,420
 06/14  13:45:00,23.023375,0,77880.99061,191.822693,24.00019584,266.5338184,420,12.79629894,100085.8821,1.82E-02,420
 06/14  13:50:00,23.11504167,0,77211.4313,189.516488,24.00019249,265.3727291,420,12.79616794,100084.5554,1.83E-02,420
 06/14  13:55:00,23.20670833,0,76518.03886,187.1855939,24.00018989,264.2272929,420,12.79607233,100083.2287,1.83E-02,420
 06/14  14:00:00,23.298375,0,75799.95958,184.8292332,24.000188,263.091852,420,12.79601872,100081.902,1.84E-02,420
 06/14  14:05:00,23.348375,0,75056.42172,182.6304127,24.00019329,261.8548853,420,12.80154517,100081.4937,1.83E-02,420
 06/14  14:10:00,23.398375,0,74286.7302,180.2913444,24.00019946,260.6185912,420,12.80233949,100081.0855,1.83E-02,420
 06/14  14:15:00,23.448375,0,74910.59732,179.1079351,24.00020293,259.855517,420,12.7994285,100080.6773,1.83E-02,420
 06/14  14:20:00,23.498375,0,74230.7957,176.4911064,24.00020627,258.9322376,420,12.80003463,100080.2691,1.83E-02,420
 06/14  14:25:00,23.548375,0,73514.59447,173.8318957,24.00020966,257.9323006,420,12.80061128,100079.8609,1.83E-02,420
 06/14  14:30:00,23.598375,0,72761.5686,171.1297082,24.00021283,256.9178996,420,12.800791,100079.4527,1.83E-02,420
 06/14  14:35:00,23.648375,0,72151.31383,169.1211488,24.00021545,255.95346,420,12.8004978,100079.0444,1.83E-02,420
 06/14  14:40:00,23.698375,0,71523.54316,167.0893809,24.00021761,255.016336,420,12.8002808,100078.6362,1.83E-02,420
 06/14  14:45:00,23.748375,0,70878.23743,165.0346316,24.00021942,254.0933737,420,12.80015897,100078.228,1.83E-02,420
 06/14  14:50:00,23.798375,0,70215.40875,162.9571323,24.00022095,253.1791929,420,12.80008597,100077.8198,1.83E-02,420
 06/14  14:55:00,23.848375,0,69535.09791,160.8571192,24.00022226,252.2701656,420,12.80004366,100077.4116,1.83E-02,420
 06/14  15:00:00,23.898375,0,68837.37192,158.7348326,24.00022322,251.3632129,420,12.80002464,100077.0033,1.83E-02,420
 06/14  15:05:00,23.94004167,0,68122.32176,156.9082564,24.0002218,250.3749818,420,12.80149825,100075.9828,1.83E-02,420
 06/14  15:10:00,23.98170833,0,67390.06029,155.0528391,24.00022122,249.3737652,420,12.80181839,100074.9622,1.83E-02,420
 06/14  15:15:00,24.023375,0,64455.54265,153.0170618,24.0002258,247.5923578,420,12.80692936,100073.9417,1.82E-02,420
 06/14  15:20:00,24.06504167,0,63665.00728,151.1498814,24.00023052,246.1583472,420,12.80545877,100072.9211,1.82E-02,420
 06/14  15:25:00,24.10670833,0,62860.82095,149.2524363,24.0002354,244.8422351,420,12.80450678,100071.9006,1.81E-02,420
 06/14  15:30:00,24.148375,0,62043.16111,147.3248798,24.00024096,243.5320413,420,12.80434581,100070.8801,1.81E-02,420
 06/14  15:35:00,24.19004167,0,61161.91638,145.2425107,24.0002474,242.1957788,420,12.8045137,100069.8595,1.81E-02,420
 06/14  15:40:00,24.23170833,0,60264.26267,143.1223187,24.00025465,240.8370165,420,12.80470927,100068.839,1.80E-02,420
 06/14  15:45:00,24.273375,0,59350.37979,140.9642975,24.00026262,239.4593785,420,12.80488683,100067.8184,1.80E-02,420
 06/14  15:50:00,24.31504167,0,58420.4603,138.731846,24.00027125,238.0627222,420,12.80506426,100066.7979,1.79E-02,420
 06/14  15:55:00,24.35670833,0,57474.70862,136.4220633,24.00028046,236.6458922,420,12.80525114,100065.7773,1.79E-02,420
 06/14  16:00:00,24.398375,0,56513.34017,134.0786062,24.00029022,235.2079381,420,12.80544779,100064.7568,1.78E-02,420
 06/14  16:05:00,24.35670833,0,55536.58064,131.8871107,24.00031245,233.5632565,420,12.81717279,100064.2465,1.77E-02,420
 06/14  16:10:00,24.31504167,0,54544.66527,129.6577056,24.00033632,231.9904161,420,12.8186933,100063.7362,1.75E-02,420
 06/14  16:15:00,24.273375,0,53537.83819,127.3913823,24.0003579,230.5058342,420,12.81858897,100063.226,1.74E-02,420
 06/14  16:20:00,24.23170833,0,52516.35181,125.0891304,24.00037669,229.1359923,420,12.81800723,100062.7157,1.72E-02,420
 06/14  16:25:00,24.19004167,0,51480.46627,122.7519384,24.00039287,227.8923673,420,12.81724119,100062.2054,1.71E-02,420
 06/14  16:30:00,24.148375,0,50430.4489,120.3807952,24.00044286,226.7912743,420,12.86105447,100061.6951,1.66E-02,420
 06/14  16:35:00,24.10670833,0,49374.82009,117.8646097,24.00045993,225.8099112,420,12.82419393,100061.1849,1.64E-02,420
 06/14  16:40:00,24.06504167,0,48310.53222,115.3288852,24.00043426,224.9408322,420,12.77158519,100060.6746,1.66E-02,420
 06/14  16:45:00,24.023375,0,47237.90516,112.7748164,24.00043997,223.960862,420,12.81137638,100060.1643,1.66E-02,420
 06/14  16:50:00,23.98170833,0,46157.25951,110.2035794,24.00044942,223.2827046,420,12.81628627,100059.654,1.64E-02,420
 06/14  16:55:00,23.94004167,0,45068.91618,107.6163378,24.00045877,222.6704268,420,12.81693617,100059.1438,1.63E-02,420
 06/14  17:00:00,23.898375,0,43973.19583,105.014249,24.00046714,222.1299825,420,12.81653043,100058.6335,1.62E-02,420
 06/14  17:05:00,23.898375,0,42870.41845,102.5627583,24.00046922,221.7467801,420,12.8072564,100058.4294,1.61E-02,420
 06/14  17:10:00,23.898375,0,41760.90286,100.0925604,24.00046946,221.4054658,420,12.8049814,100058.2253,1.61E-02,420
 06/14  17:15:00,23.898375,0,40644.96618,97.60456403,24.0004688,221.1228779,420,12.80391143,100058.0212,1.61E-02,420
 06/14  17:20:00,23.898375,0,39522.92334,95.09970896,24.00046753,220.8959322,420,12.80312767,100057.8171,1.61E-02,420
 06/14  17:25:00,23.898375,0,38395.08653,92.57897602,24.00046574,220.7222163,420,12.80242141,100057.6129,1.60E-02,420
 06/14  17:30:00,23.898375,0,37261.76455,90.04339829,24.0004635,220.5973648,420,12.80177293,100057.4088,1.60E-02,420
 06/14  17:35:00,23.898375,0,36358.92454,87.42822095,24.00046187,220.5848595,420,12.80048601,100057.2047,1.60E-02,420
 06/14  17:40:00,23.898375,0,35475.94941,84.89471798,24.00045824,220.6534013,420,12.7993609,100057.0006,1.60E-02,420
 06/14  17:45:00,23.898375,0,34612.77959,82.4431328,24.00045413,220.7683852,420,12.79866292,100056.7965,1.60E-02,420
 06/14  17:50:00,23.898375,0,33769.26207,80.07363216,24.00044981,220.9056079,420,12.79828622,100056.5924,1.61E-02,420
 06/14  17:55:00,23.898375,0,32945.13451,77.78629989,24.00044544,221.0468657,420,12.79817072,100056.3883,1.61E-02,420
 06/14  18:00:00,23.898375,0,32140.00488,75.5811267,24.00044113,221.1790391,420,12.79824343,100056.1842,1.61E-02,420
 06/14  18:05:00,23.75670833,0,29546.09945,72.71029543,24.00045483,220.3480165,420,12.83519551,100055.776,1.58E-02,420
 06/14  18:10:00,23.61504167,0,28791.96488,70.44834514,24.00047407,219.7606946,420,12.84137452,100055.3677,1.56E-02,420
 06/14  18:15:00,23.473375,0,28075.33328,68.26351976,24.00052068,219.2752287,420,12.88050882,100054.9595,1.50E-02,420
 06/14  18:20:00,23.33170833,0,27363.8502,66.1532058,23.99830352,219.0907027,420,12.80004331,100054.5513,1.50E-02,420
 06/14  18:25:00,23.19004167,0,26671.57221,64.11442686,23.99051652,219.7349743,420,12.80002085,100054.1431,1.50E-02,420
 06/14  18:30:00,23.048375,0,25997.45889,62.14373619,23.9779586,221.194231,420,12.80001487,100053.7349,1.50E-02,420
 06/14  18:35:00,22.90670833,0,24406.90827,58.27115802,23.96234568,222.7853046,420,12.80000876,100053.3266,1.50E-02,420
 06/14  18:40:00,22.76504167,0,22868.1114,54.54025227,23.94481401,224.3841692,420,12.80000345,100052.9184,1.50E-02,420
 06/14  18:45:00,22.623375,0,21380.77969,50.94667449,23.92575704,225.9228244,420,12.79999906,100052.5102,1.50E-02,420
 06/14  18:50:00,22.48170833,0,19944.5062,47.48530441,23.90509372,227.3555484,420,12.79999549,100052.102,1.50E-02,420
 06/14  18:55:00,22.34004167,0,18558.74422,44.21572978,23.8825992,228.6831076,420,12.79999258,100051.6938,1.50E-02,420
 06/14  19:00:00,22.198375,0,15760.70692,38.62450261,23.85729757,229.5735219,420,12.79998279,100051.2856,1.50E-02,420
 06/14  19:05:00,22.06504167,0,14514.54839,32.47346977,23.82980827,230.7095984,420,12.79999205,100050.9794,1.50E-02,420
 06/14  19:10:00,21.93170833,0,13317.8353,26.93699525,23.80071802,231.7947245,420,12.79999162,100050.6732,1.50E-02,420
 06/14  19:15:00,21.798375,0,12168.62751,21.97517531,23.77005312,232.7303767,420,12.79999221,100050.3671,1.50E-02,420
 06/14  19:20:00,21.66504167,0,11064.39278,17.54965571,23.7375487,233.530333,420,12.79999316,100050.0609,1.50E-02,420
