Date/Time,OAT,OCCU,Solar,Lux,IAT,C38130:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),ZoneCO2,DAT,VAV_SYSTEM SUPPLY FAN OUTLET:System Node Pressure [Pa](TimeStep),SupplyFlow,SupplyCO2
 06/22  13:00:00,23.898375,0.5,93396.00703,240.3498064,23.36073641,164.3534729,568.8883268,12.80008727,99983.92945,1.51E-02,553.6159179
 06/22  13:05:00,23.898375,1,97155.68147,242.245077,23.41825439,161.0243237,571.0200064,12.80007508,99983.82739,1.51E-02,550.6546216
 06/22  13:10:00,23.898375,1,97851.13053,240.4468602,23.48438345,154.8473376,576.2070376,12.80004147,99983.72534,1.51E-02,552.5252437
 06/22  13:15:00,23.898375,1,98548.25057,238.5820218,23.53167877,150.6402306,582.0134344,12.80001948,99983.62328,1.51E-02,557.0770417
 06/22  13:20:00,23.898375,1,99247.54518,236.6581952,23.55934046,149.3867828,587.3995494,12.80001092,99983.52123,1.51E-02,562.1723544
 06/22  13:25:00,23.898375,1,99949.32816,234.6829691,23.57722155,149.8438513,592.1851153,12.80000907,99983.41917,1.51E-02,566.8988553
 06/22  13:30:00,23.898375,1,100653.7294,232.6638685,23.59316312,150.7652323,596.4663103,12.80000922,99983.31712,1.51E-02,571.0983538
 06/22  13:35:00,23.898375,1,99645.55077,227.2287163,23.60911227,151.1865296,600.3527613,12.8000095,99983.21506,1.51E-02,574.8552495
 06/22  13:40:00,23.898375,1,98653.11836,221.8291306,23.62444301,151.4116539,603.9108057,12.80000954,99983.11301,1.51E-02,578.2657438
 06/22  13:45:00,23.898375,1,100946.9301,212.885644,23.64031371,152.4101932,607.1761875,12.80000942,99983.01095,1.51E-02,581.3880499
 06/22  13:50:00,23.898375,1,99882.71376,207.6126416,23.65598409,152.7740555,610.1723849,12.8000093,99982.9089,1.51E-02,584.2535347
 06/22  13:55:00,23.898375,1,98832.44476,202.3896763,23.67043991,152.9616108,612.9197557,12.8000092,99982.80684,1.51E-02,586.8828008
 06/22  14:00:00,23.898375,1,97796.57361,197.2213312,23.68339668,153.1803959,615.4379409,12.80000915,99982.70479,1.51E-02,589.2937131
 06/22  14:05:00,23.99004167,1,96775.55355,193.0990197,23.69857581,153.3016412,617.74824,12.80000188,99982.70479,1.51E-02,591.5035071
 06/22  14:10:00,24.08170833,1,95769.83696,189.0102446,23.71672723,152.8788474,619.8694732,12.80000124,99982.70479,1.51E-02,593.5308739
 06/22  14:15:00,24.173375,1,98118.29791,184.4643144,23.73840291,152.891479,621.8178321,12.80000038,99982.70479,1.51E-02,595.3923289
 06/22  14:20:00,24.26504167,1,96974.36298,180.4284769,23.76155992,152.0772987,623.6076905,12.79999947,99982.70479,1.51E-02,597.1020808
 06/22  14:25:00,24.35670833,1,95842.95701,176.4375048,23.78428404,151.0496475,625.2521849,12.7999986,99982.70479,1.51E-02,598.672743
 06/22  14:30:00,24.448375,1,94724.531,172.4954112,23.8060018,150.0929284,626.7634344,12.79999779,99982.70479,1.51E-02,600.1158433
 06/22  14:35:00,24.54004167,1,94138.14606,172.4511184,23.82725329,149.3372805,628.152584,12.79999707,99982.70479,1.51E-02,601.4420167
 06/22  14:40:00,24.63170833,1,93491.65782,172.265321,23.84855589,148.6104911,629.4298394,12.79999646,99982.70479,1.51E-02,602.6610432
 06/22  14:45:00,24.723375,1,90391.95233,173.1772951,23.86875447,147.2969142,630.6045794,12.79999593,99982.70479,1.51E-02,603.7818787
 06/22  14:50:00,24.81504167,1,89756.62249,172.9016917,23.88816633,146.4051839,631.6854066,12.79999546,99982.70479,1.51E-02,604.8127534
 06/22  14:55:00,24.90670833,1,89054.04191,172.4596609,23.9075675,145.6554747,632.6801785,12.79999507,99982.70479,1.51E-02,605.7612164
 06/22  15:00:00,24.998375,1,88282.8452,171.8465387,23.92725612,144.8626197,633.5960684,12.79999474,99982.70479,1.51E-02,606.6341629
 06/22  15:05:00,24.948375,1,87441.70926,171.6692867,23.94163441,144.1726688,634.4355102,12.80000637,99982.50068,1.51E-02,607.4378877
 06/22  15:10:00,24.898375,1,86529.34979,171.2892832,23.94976778,144.2987428,635.2025022,12.80000723,99982.29657,1.51E-02,608.1745268
 06/22  15:15:00,24.848375,1,84950.04728,175.8989244,23.95345151,144.7858217,635.9024998,12.80000852,99982.09246,1.52E-02,608.8475886
 06/22  15:20:00,24.798375,1,84036.25993,175.2817496,23.95498804,145.5722655,636.541216,12.80000995,99981.88835,1.52E-02,609.4618605
 06/22  15:25:00,24.748375,1,83038.96231,174.4322697,23.95559606,146.3500376,637.1239641,12.80001136,99981.68424,1.52E-02,610.0223559
 06/22  15:30:00,24.698375,1,81956.89938,173.3443202,23.95541866,147.0120137,637.6555289,12.80001271,99981.48013,1.52E-02,610.5337374
 06/22  15:35:00,24.648375,1,80935.57384,171.2509167,23.95430578,147.6298828,638.1402362,12.80001398,99981.27602,1.52E-02,611.0002038
 06/22  15:40:00,24.598375,1,79883.66235,169.0868439,23.95215785,148.2159187,638.5820339,12.80001516,99981.07191,1.52E-02,611.4255511
 06/22  15:45:00,24.548375,1,78801.06687,166.8522999,23.94896068,148.7692988,638.9845427,12.80001627,99980.86781,1.52E-02,611.8132438
 06/22  15:50:00,24.498375,1,77687.71305,164.5474725,23.94473982,149.2887596,639.3510861,12.80001733,99980.6637,1.52E-02,612.1664591
 06/22  15:55:00,24.448375,1,76543.54922,162.1725378,23.93952411,149.772897,639.6847126,12.80001834,99980.45959,1.52E-02,612.4881135
 06/22  16:00:00,24.398375,1,75368.5455,159.7276589,23.9333348,150.2215765,639.9882175,12.80001931,99980.25548,1.52E-02,612.7808822
 06/22  16:05:00,24.398375,1,74162.69294,157.6670486,23.92823021,150.6219464,640.2656779,12.80001546,99979.94931,1.52E-02,613.0472182
 06/22  16:10:00,24.398375,1,72926.00281,155.5162263,23.924523,150.6843331,640.5201732,12.80001582,99979.64315,1.52E-02,613.2906993
 06/22  16:15:00,24.398375,1,71658.50583,153.2750746,23.9215184,150.5715108,640.7538667,12.80001589,99979.33698,1.52E-02,613.5140276
 06/22  16:20:00,24.398375,1,70360.2516,150.9434676,23.91862999,150.4305635,640.9684739,12.80001587,99979.03082,1.52E-02,613.7191016
 06/22  16:25:00,24.398375,1,69031.30794,148.5212713,23.91571167,150.3287034,641.1655266,12.80001585,99978.72466,1.52E-02,613.9074268
 06/22  16:30:00,24.398375,1,67671.76037,146.0083448,23.91288046,150.2707935,641.3464489,12.80001587,99978.41849,1.52E-02,614.0803474
 06/22  16:35:00,24.398375,1,65852.38267,141.5985058,23.91001234,150.1229798,641.5125704,12.80001593,99978.11233,1.52E-02,614.2391129
 06/22  16:40:00,24.398375,1,64066.98222,137.2642999,23.90709354,150.0073593,641.6651218,12.80001602,99977.80616,1.52E-02,614.3848902
 06/22  16:45:00,24.398375,1,62316.1437,133.0051668,23.90418714,149.9115266,641.8052329,12.80001613,99977.5,1.52E-02,614.5187593
 06/22  16:50:00,24.398375,1,60600.38938,128.820386,23.90129532,149.8003217,641.9339374,12.80001626,99977.19384,1.52E-02,614.6417116
 06/22  16:55:00,24.398375,1,58920.17522,124.7090232,23.89837774,149.6762862,642.0521839,12.8000164,99976.88767,1.52E-02,614.7546543
 06/22  17:00:00,24.398375,1,57275.88638,120.6698682,23.89533764,149.5198167,642.1608457,12.80001656,99976.58151,1.52E-02,614.8584196
 06/22  17:05:00,24.398375,0,54538.2523,111.1455828,23.79154907,153.4430115,631.8116561,12.80003452,99976.47945,1.52E-02,614.953774
 06/22  17:10:00,24.398375,0,52924.82571,107.5711817,23.66386041,164.6194386,615.8606011,12.8001285,99976.3774,1.52E-02,605.8720046
 06/22  17:15:00,24.398375,0,51350.35633,104.0483211,23.57036572,173.4487765,599.1355589,12.80018362,99976.27534,1.52E-02,591.8744059
 06/22  17:20:00,24.398375,0,49814.92603,100.5734634,23.51912255,177.9271298,583.6752928,12.80019653,99976.17329,1.52E-02,577.1976068
 06/22  17:25:00,24.398375,0,48318.51458,97.14192159,23.49141257,178.0207194,569.8039683,12.80018978,99976.07123,1.52E-02,563.6306922
 06/22  17:30:00,24.398375,0,45991.0392,90.61664223,23.46945938,176.5883855,557.296545,12.80017867,99975.96918,1.52E-02,551.4581285
 06/22  17:35:00,24.398375,0,44467.14695,88.4455816,23.44608259,175.3938243,545.9041393,12.80016896,99975.86712,1.52E-02,540.4824349
 06/22  17:40:00,24.398375,0,43811.07984,89.22962037,23.4214633,174.7553736,535.4670337,12.80016146,99975.76507,1.52E-02,530.4852075
 06/22  17:45:00,24.398375,0,42235.49765,86.78006255,23.3968352,174.0436927,525.8888807,12.80015549,99975.66302,1.52E-02,521.3262887
 06/22  17:50:00,24.398375,0,40626.34477,84.201008,23.37279819,173.2943403,517.0999172,12.80015038,99975.56096,1.52E-02,512.9211304
 06/22  17:55:00,24.398375,0,38983.77259,81.49064035,23.34945368,172.5489616,509.0385925,12.80014583,99975.45891,1.52E-02,505.2085131
 06/22  18:00:00,24.398375,0,37307.94216,78.64714985,23.3267551,171.8271059,501.6466048,12.80014165,99975.35685,1.52E-02,498.1344237
 06/22  18:05:00,24.173375,0,35599.02099,75.88820149,23.29630821,171.5399647,494.8678405,12.80008226,99975.76507,1.52E-02,491.6477006
 06/22  18:10:00,23.948375,0,33857.1788,72.98354955,23.25720696,172.6962515,488.6507848,12.80005891,99976.17329,1.52E-02,485.699102
 06/22  18:15:00,23.723375,0,32136.12922,69.92958284,23.21313096,174.7621134,482.948601,12.80001399,99976.58151,1.52E-02,480.2434221
 06/22  18:20:00,23.498375,0,31475.60513,71.45789621,23.16805899,177.3853051,477.7185733,12.7999761,99976.98973,1.52E-02,475.2395599
 06/22  18:25:00,23.273375,0,29591.63363,68.00327484,23.12320032,179.7682221,472.921608,12.79994708,99977.39795,1.52E-02,470.6500309
 06/22  18:30:00,23.048375,0,27670.08657,64.37254858,23.07828608,182.0340744,468.5218732,12.79992358,99977.80616,1.52E-02,466.4405291
 06/22  18:35:00,22.823375,0,25965.66739,60.78721872,23.03308245,184.3603246,464.4865139,12.79990482,99978.21438,1.52E-02,462.5796106
 06/22  18:40:00,22.598375,0,24281.51675,57.21377048,22.98755797,186.7100504,460.7854022,12.79988995,99978.6226,1.52E-02,459.0384442
 06/22  18:45:00,22.373375,0,22617.82087,53.65120823,22.94164843,189.0189185,457.3909092,12.79987833,99979.03082,1.52E-02,455.7905915
 06/22  18:50:00,22.148375,0,20974.7672,50.0981309,22.89509701,191.2235462,454.2776973,12.79986959,99979.43904,1.52E-02,452.8118074
 06/22  18:55:00,21.923375,0,19352.55528,46.55269919,22.84759514,193.3377948,451.4225277,12.79986315,99979.84726,1.52E-02,450.0798569
 06/22  19:00:00,21.698375,0,16943.50877,39.78949162,22.79851857,195.2123851,448.8040866,12.79985892,99980.25548,1.52E-02,447.5743475
 06/22  19:05:00,21.50670833,0,15414.76655,33.09914957,22.74919595,197.1377537,446.4026968,12.79989822,99980.56164,1.52E-02,445.2765755
 06/22  19:10:00,21.31504167,0,13910.77221,27.08933272,22.69969435,198.705346,444.2003911,12.79990891,99980.86781,1.52E-02,443.1692734
 06/22  19:15:00,21.123375,0,12431.97933,21.73686654,22.649283,200.0289142,442.1807547,12.79992726,99981.17397,1.52E-02,441.2366745
 06/22  19:20:00,20.93170833,0,10979.08572,17.01942162,22.59742409,201.2754236,440.3287469,12.79994642,99981.48013,1.52E-02,439.4643743
 06/22  19:25:00,20.74004167,0,9553.207453,12.91578501,22.54401616,202.508243,438.6305588,12.79996359,99981.7863,1.52E-02,437.8391738
 06/22  19:30:00,20.548375,0,8156.182894,9.406100365,22.48913156,203.7031183,437.0735051,12.79997841,99982.09246,1.52E-02,436.3489554
 06/22  19:35:00,20.35670833,0,7378.419299,7.123587832,22.43311627,204.9692353,435.6459328,12.79999131,99982.39863,1.52E-02,434.9825873
 06/22  19:40:00,20.16504167,0,6591.834294,5.135904652,22.37615397,206.1926543,434.3371403,12.80000273,99982.70479,1.52E-02,433.7298435
 06/22  19:45:00,19.973375,0,5802.70405,3.440928062,22.31828195,207.3775458,433.1373024,12.80001293,99983.01095,1.52E-02,432.5813331
 06/22  19:50:00,19.78170833,0,0,0,22.2567636,207.3469469,432.0374051,12.80002208,99983.31712,1.52E-02,431.5284341
 06/22  19:55:00,19.59004167,0,0,0,22.1929318,208.4561734,431.029175,12.80002993,99983.62328,1.52E-02,430.5632365
 06/22  20:00:00,19.398375,0,0,0,22.1287067,209.7810389,430.1050144,12.8000371,99983.92945,1.52E-02,429.6784799
 06/22  20:05:00,19.30670833,0,0,0,22.06833529,210.7068365,429.2580573,12.80005525,99984.54177,1.52E-02,428.8674973
 06/22  20:10:00,19.21504167,0,0,0,22.01183598,210.8473566,428.4819399,12.80006458,99985.1541,1.52E-02,428.1242633
 06/22  20:15:00,19.123375,0,0,0,21.95737844,210.6372123,427.7707705,12.80007484,99985.76643,1.52E-02,427.4431936
 06/22  20:20:00,19.03170833,0,0,0,21.90371155,210.4225066,427.1191257,12.8000843,99986.37876,1.52E-02,426.819118
 06/22  20:25:00,18.94004167,0,0,0,21.8506172,210.3259121,426.5220309,12.80009247,99986.99109,1.52E-02,426.2472774
 06/22  20:30:00,18.848375,0,0,0,21.79841856,210.3553172,425.9749268,12.80009948,99987.60342,1.51E-02,425.7233062
 06/22  20:35:00,18.75670833,0,0,0,21.74736682,210.4292621,425.4736356,12.80010557,99988.21574,1.51E-02,425.2432036
 06/22  20:40:00,18.66504167,0,0,0,21.69750795,210.5252961,425.014328,12.80011082,99988.82807,1.51E-02,424.8033033
 06/22  20:45:00,18.573375,0,0,0,21.64878879,210.6489105,424.5934939,12.80011551,99989.4404,1.51E-02,424.400245
 06/22  20:50:00,18.48170833,0,0,0,21.60114274,210.8026138,424.2079164,12.80012042,99990.05273,1.51E-02,424.0309487
 06/22  20:55:00,18.39004167,0,0,0,21.55451511,210.9854678,423.8546468,12.80012564,99990.66506,1.51E-02,423.6925912
 06/22  21:00:00,18.298375,0,0,0,21.5088583,211.194644,423.5309826,12.80012869,99991.27739,1.51E-02,423.382585
 06/22  21:05:00,18.44004167,0,0,0,21.47319314,211.0568855,423.2345601,12.80012275,99991.78766,1.51E-02,423.0985586
 06/22  21:10:00,18.58170833,0,0,0,21.44817452,209.2865484,422.9631456,12.80012246,99992.29793,1.51E-02,422.8384376
 06/22  21:15:00,18.723375,0,0,0,21.42961994,206.5793577,422.7146352,12.80011991,99992.80821,1.51E-02,422.600262
 06/22  21:20:00,18.86504167,0,0,0,21.41389158,203.6381867,422.4870823,12.80011652,99993.31848,1.51E-02,422.3821857
 06/22  21:25:00,19.00670833,0,0,0,21.39952844,200.7878195,422.2787041,12.80011325,99993.82875,1.51E-02,422.1825002
 06/22  21:30:00,19.148375,0,0,0,21.38645254,198.063801,422.0878727,12.80011049,99994.33903,1.51E-02,421.9996411
 06/22  21:35:00,19.29004167,0,0,0,21.37491192,195.4120701,421.9131014,12.8001083,99994.8493,1.51E-02,421.8321801
 06/22  21:40:00,19.43170833,0,0,0,21.36500672,192.7947745,421.7530308,12.80010661,99995.35957,1.51E-02,421.6788122
 06/22  21:45:00,19.573375,0,0,0,21.35667105,190.2043542,421.6064176,12.80010529,99995.86985,1.51E-02,421.5383448
 06/22  21:50:00,19.71504167,0,0,0,21.34978311,187.6453231,421.4721241,12.80010428,99996.38012,1.51E-02,421.4096866
 06/22  21:55:00,19.85670833,0,0,0,21.34423116,185.1196548,421.3491096,12.80010354,99996.89039,1.51E-02,421.2918395
 06/22  22:00:00,19.998375,0,0,0,21.33991365,182.6209822,421.2364219,12.80010303,99997.40067,1.51E-02,421.1838901
 06/22  22:05:00,19.90670833,0,0,0,21.32802861,180.6224345,421.1331564,12.80008552,99997.70683,1.51E-02,421.0850027
 06/22  22:10:00,19.81504167,0,0,0,21.30756386,180.1319259,421.0385049,12.80008017,99998.013,1.51E-02,420.9943837
 06/22  22:15:00,19.723375,0,0,0,21.28232727,180.6046135,420.951744,12.80007257,99998.31916,1.51E-02,420.9113237
 06/22  22:20:00,19.63170833,0,0,0,21.25583255,181.3941836,420.8722174,12.80006534,99998.62532,1.51E-02,420.8351881
 06/22  22:25:00,19.54004167,0,0,0,21.22955941,182.1679878,420.7993239,12.80005933,99998.93149,1.51E-02,420.7654007
 06/22  22:30:00,19.448375,0,0,0,21.20358953,182.8662379,420.7325115,12.80005442,99999.23765,1.51E-02,420.7014342
 06/22  22:35:00,19.35670833,0,0,0,21.17761792,183.5307137,420.6712739,12.80005032,99999.54382,1.51E-02,420.642804
 06/22  22:40:00,19.26504167,0,0,0,21.15145664,184.1978502,420.6151466,12.80004683,99999.84998,1.51E-02,420.5890659
 06/22  22:45:00,19.173375,0,0,0,21.125085,184.8757971,420.5637037,12.80004386,100000.1561,1.51E-02,420.5398123
 06/22  22:50:00,19.08170833,0,0,0,21.0985477,185.558252,420.5165549,12.80004137,100000.4623,1.51E-02,420.4946694
 06/22  22:55:00,18.99004167,0,0,0,21.07188091,186.2386022,420.4733423,12.80003929,100000.7685,1.51E-02,420.4532947
 06/22  23:00:00,18.898375,0,0,0,21.04509631,186.9143936,420.4337379,12.8000376,100001.0746,1.51E-02,420.4153741
 06/22  23:05:00,18.71504167,0,0,0,21.01517456,187.9608219,420.397437,12.80001951,100001.4829,1.51E-02,420.3806199
 06/22  23:10:00,18.53170833,0,0,0,20.98184454,189.5453863,420.3641627,12.80001389,100001.8911,1.51E-02,420.3487646
 06/22  23:15:00,18.348375,0,0,0,20.94651071,191.4711741,420.3336627,12.80000612,100002.2993,1.51E-02,420.3195653
 06/22  23:20:00,18.16504167,0,0,0,20.91045139,193.508653,420.3057065,12.7999989,100002.7075,1.51E-02,420.2928005
 06/22  23:25:00,17.98170833,0,0,0,20.87421792,195.5414156,420.2800829,12.79999319,100003.1157,1.51E-02,420.268268
 06/22  23:30:00,17.798375,0,0,0,20.83786743,197.5495988,420.2565979,12.79998897,100003.5239,1.51E-02,420.2457824
 06/22  23:35:00,17.61504167,0,0,0,20.8013204,199.5483605,420.2350737,12.79998596,100003.9322,1.51E-02,420.2251735
 06/22  23:40:00,17.43170833,0,0,0,20.76453584,201.5503213,420.2153472,12.79998392,100004.3404,1.51E-02,420.2062852
 06/22  23:45:00,17.248375,0,0,0,20.72753246,203.5601733,420.1972689,12.79998269,100004.7486,1.51E-02,420.1889746
 06/22  23:50:00,17.06504167,0,0,0,20.69033975,205.5708751,420.1807015,12.79998217,100005.1568,1.51E-02,420.1731102
 06/22  23:55:00,16.88170833,0,0,0,20.65297697,207.5805496,420.1655193,12.79998227,100005.565,1.51E-02,420.1585718
 06/22  24:00:00,16.698375,0,0,0,20.61545561,209.5898438,420.151607,12.79998291,100005.9733,1.51E-02,420.1452489
 06/23  00:05:00,16.648375,0,0,0,20.58265734,211.2351474,420.1388611,12.79999736,100006.3815,1.51E-02,420.1330404
 06/23  00:10:00,16.598375,0,0,0,20.55497934,211.987349,420.1271855,12.80000248,100006.7897,1.51E-02,420.1218554
 06/23  00:15:00,16.548375,0,0,0,20.53017585,212.2011213,420.1164906,12.80000958,100007.1979,1.51E-02,420.1116096
 06/23  00:20:00,16.498375,0,0,0,20.506269,212.2570214,420.1066943,12.80001638,100007.6061,1.51E-02,420.1022245
 06/23  00:25:00,16.448375,0,0,0,20.48246354,212.3383598,420.097721,12.80002221,100008.0144,1.51E-02,420.0936279
 06/23  00:30:00,16.398375,0,0,0,20.45873322,212.4703126,420.0895016,12.80002719,100008.4226,1.51E-02,420.0857535
 06/23  00:35:00,16.348375,0,0,0,20.43524144,212.6251216,420.0819729,12.80003158,100008.8308,1.51E-02,420.0785407
 06/23  00:40:00,16.298375,0,0,0,20.41207292,212.7821275,420.0750768,12.80003554,100009.239,1.51E-02,420.071934
 06/23  00:45:00,16.248375,0,0,0,20.38921961,212.937793,420.0687603,12.80003912,100009.6472,1.51E-02,420.0658825
 06/23  00:50:00,16.198375,0,0,0,20.3666424,213.096167,420.0629747,12.80004235,100010.0555,1.51E-02,420.0603395
 06/23  00:55:00,16.148375,0,0,0,20.34431071,213.2607452,420.0576755,12.80004528,100010.4637,1.51E-02,420.0552625
 06/23  01:00:00,16.098375,0,0,0,20.32220865,213.4323989,420.0528217,12.80004793,100010.8719,1.51E-02,420.0506122
 06/23  01:05:00,16.05670833,0,0,0,20.30018932,213.3910698,420.048376,12.80006115,100010.9739,1.51E-02,420.0463529
 06/23  01:10:00,16.01504167,0,0,0,20.27823199,213.3796986,420.044304,12.8000666,100011.076,1.51E-02,420.0424516
 06/23  01:15:00,15.973375,0,0,0,20.25636195,213.3755945,420.0405744,12.80007361,100011.1781,1.51E-02,420.0388783
 06/23  01:20:00,15.93170833,0,0,0,20.23458472,213.3685519,420.0371585,12.80008051,100011.2801,1.51E-02,420.0356055
 06/23  01:25:00,15.89004167,0,0,0,20.21287946,213.3557148,420.0340298,12.80008662,100011.3822,1.51E-02,420.0326078
 06/23  01:30:00,15.848375,0,0,0,20.19121737,213.3382078,420.0311642,12.80009186,100011.4842,1.51E-02,420.0298623
 06/23  01:35:00,15.80670833,0,0,0,20.16957577,213.3178304,420.0285398,12.80009636,100011.5863,1.51E-02,420.0273477
 06/23  01:40:00,15.76504167,0,0,0,20.14794115,213.2956731,420.0261361,12.80010025,100011.6883,1.51E-02,420.0250446
 06/23  01:45:00,15.723375,0,0,0,20.12630624,213.2721278,420.0239347,12.80010363,100011.7904,1.51E-02,420.0229354
 06/23  01:50:00,15.68170833,0,0,0,20.1046665,213.2472524,420.0219186,12.80010656,100011.8924,1.51E-02,420.0210036
 06/23  01:55:00,15.64004167,0,0,0,20.08301778,213.2208384,420.0200721,12.8001091,100011.9945,1.51E-02,420.0192343
 06/23  02:00:00,15.598375,0,0,0,20.06136274,213.1958604,420.0183811,12.80011128,100012.0965,1.51E-02,420.017614
 06/23  02:05:00,15.498375,0,0,0,20.03775501,213.41623,420.0168323,12.80009978,100012.4027,1.51E-02,420.01613
 06/23  02:10:00,15.398375,0,0,0,20.01202932,213.9896192,420.0154137,12.80009741,100012.7089,1.51E-02,420.0147709
 06/23  02:15:00,15.298375,0,0,0,19.98509,214.7823427,420.0141145,12.80009284,100013.015,1.51E-02,420.0135261
 06/23  02:20:00,15.198375,0,0,0,19.95774653,215.643361,420.0129245,12.80008821,100013.3212,1.51E-02,420.0123859
 06/23  02:25:00,15.098375,0,0,0,19.93033706,216.4982938,420.0118346,12.80008431,100013.6274,1.51E-02,420.0113417
 06/23  02:30:00,14.998375,0,0,0,19.90288652,217.3357773,420.0108364,12.80008114,100013.9335,1.51E-02,420.0103853
 06/23  02:35:00,14.898375,0,0,0,19.87533712,218.165994,420.0099223,12.80007853,100014.2397,1.51E-02,420.0095094
 06/23  02:40:00,14.798375,0,0,0,19.84765789,218.9967793,420.0090851,12.80007634,100014.5459,1.51E-02,420.0087071
 06/23  02:45:00,14.698375,0,0,0,19.81985213,219.8290932,420.0083184,12.8000745,100014.852,1.51E-02,420.0079725
 06/23  02:50:00,14.598375,0,0,0,19.79193659,220.6621199,420.0076162,12.80007298,100015.1582,1.51E-02,420.0072996
 06/23  02:55:00,14.498375,0,0,0,19.76392792,221.4954835,420.0069732,12.80007173,100015.4644,1.51E-02,420.0066835
 06/23  03:00:00,14.398375,0,0,0,19.73583649,222.3280026,420.0063843,12.80007228,100015.7705,1.51E-02,420.0061192
 06/23  03:05:00,14.26504167,0,0,0,19.70655285,223.2998664,420.005845,12.80008085,100015.8726,1.51E-02,420.0056025
 06/23  03:10:00,14.13170833,0,0,0,19.67598292,224.4720607,420.0053512,12.80008303,100015.9746,1.51E-02,420.0051292
 06/23  03:15:00,13.998375,0,0,0,19.64464296,225.7673613,420.0048988,12.80008686,100016.0767,1.51E-02,420.0046958
 06/23  03:20:00,13.86504167,0,0,0,19.61299341,227.0986785,420.0044846,12.80009102,100016.1787,1.51E-02,420.0042989
 06/23  03:25:00,13.73170833,0,0,0,19.58122276,228.4226885,420.0041053,12.8000949,100016.2808,1.51E-02,420.0039354
 06/23  03:30:00,13.598375,0,0,0,19.54933806,229.7322458,420.003758,12.80009836,100016.3828,1.51E-02,420.0036026
 06/23  03:35:00,13.46504167,0,0,0,19.51730088,231.0342148,420.0034399,12.80010144,100016.4849,1.51E-02,420.0032978
 06/23  03:40:00,13.33170833,0,0,0,19.48509326,232.3345468,420.0031487,12.80010422,100016.587,1.51E-02,420.0030187
 06/23  03:45:00,13.198375,0,0,0,19.45272136,233.6346377,420.002882,12.80010674,100016.689,1.51E-02,420.0027631
 06/23  03:50:00,13.06504167,0,0,0,19.4201992,234.9335012,420.0026379,12.80010905,100016.7911,1.51E-02,420.0025291
 06/23  03:55:00,12.93170833,0,0,0,19.38753766,236.2300669,420.0024144,12.80011116,100016.8931,1.51E-02,420.0023148
 06/23  04:00:00,12.798375,0,0,0,19.3547426,237.5239197,420.0022097,12.8001131,100016.9952,1.51E-02,420.0021187
 06/23  04:05:00,12.84004167,0,0,0,19.32848079,238.4011986,420.0020224,12.80010386,100017.6075,1.51E-02,420.0019391
 06/23  04:10:00,12.88170833,0,0,0,19.3092397,238.03164,420.001851,12.80010154,100018.2198,1.51E-02,420.0017747
 06/23  04:15:00,12.923375,0,0,0,19.29390926,236.9208212,420.0016941,12.80009644,100018.8322,1.51E-02,420.0016243
 06/23  04:20:00,12.96504167,0,0,0,19.27979844,235.6046585,420.0015506,12.80014363,100019.4445,1.51E-02,420.0014867
 06/23  04:25:00,13.00670833,0,12029.22817,6.294213285,19.27271241,237.3510702,420.0014193,12.80008608,100020.0568,1.51E-02,420.0013607
 06/23  04:30:00,13.048375,0,10814.71075,7.959942754,19.26918098,236.1498714,420.0012991,12.80008294,100020.6691,1.51E-02,420.0012455
 06/23  04:35:00,13.09004167,0,36266.72578,18.28724274,19.2814535,241.7828739,420.0011891,12.80007914,100021.2815,1.51E-02,420.00114
 06/23  04:40:00,13.13170833,0,55660.07699,34.74769409,19.31386192,246.5200276,420.0010884,12.8000785,100021.8938,1.51E-02,420.0010435
 06/23  04:45:00,13.173375,0,82917.47006,55.27056726,19.36657473,251.8690003,420.0009963,12.80007921,100022.5061,1.51E-02,420.0009551
 06/23  04:50:00,13.21504167,0,104439.0244,85.08143356,19.43336094,255.5079767,420.0009119,12.80008022,100023.1185,1.51E-02,420.0008743
 06/23  04:55:00,13.25670833,0,125031.9921,126.0606455,19.51056414,259.6710376,420.0008347,12.80008002,100023.7308,1.51E-02,420.0008002
 06/23  05:00:00,13.298375,0,141866.1306,181.0980519,19.59558339,263.5584235,420.000764,12.80007916,100024.3431,1.51E-02,420.0007325
 06/23  05:05:00,13.44004167,0,171149.5151,252.5473781,19.69848352,270.6452775,420.0006993,12.80007711,100024.6493,1.51E-02,420.0006705
 06/23  05:10:00,13.58170833,0,189113.0033,306.1501665,19.81782691,274.9983316,420.0006401,12.80007656,100024.9554,1.51E-02,420.0006137
 06/23  05:15:00,13.723375,0,207310.6918,363.0217425,19.9475907,278.4199964,420.0005859,12.80007486,100025.2616,1.51E-02,420.0005617
 06/23  05:20:00,13.86504167,0,225684.6961,421.9425559,20.08432143,282.1472919,420.0005363,12.80007171,100025.5678,1.51E-02,420.0005142
 06/23  05:25:00,14.00670833,0,244187.0595,481.5296278,20.22755874,286.3734008,420.0004909,12.80007821,100025.8739,1.51E-02,420.0004706
 06/23  05:30:00,14.148375,0,262775.9441,540.2683697,20.37782676,290.9356609,420.0004494,12.80008018,100026.1801,1.51E-02,420.0004308
 06/23  05:35:00,14.29004167,0,275256.1176,583.6825577,20.53078162,293.6859482,420.0004113,12.80007934,100026.4863,1.51E-02,420.0003943
 06/23  05:40:00,14.43170833,0,287756.6672,622.5134327,20.68382189,296.5429696,420.0003765,12.80007766,100026.7924,1.51E-02,420.0003609
