Date/Time,C38130:Zone Outdoor Air Drybulb Temperature [C](TimeStep),OCCU,C38130:Zone Windows Total Transmitted Solar Radiation Energy [J](TimeStep),C38130:Daylighting Reference Point 1 Illuminance [lux](TimeStep),C38130:Zone Mean Air Temperature [C](TimeStep),C38130:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),ZoneCO2,VAV_SYSTEM SUPPLY FAN OUTLET:System Node Temperature [C](TimeStep),VAV_SYSTEM SUPPLY FAN OUTLET:System Node Pressure [Pa](TimeStep),SupplyFlow,SupplyCO2
 06/14  23:35:00,16.55670833,0,0,0,21.16708413,279.8087205,420,12.80005512,100039.7364,1.55E-02,420
 06/14  23:40:00,16.46504167,0,0,0,21.13155002,280.7556674,420,12.80005995,100039.7364,1.55E-02,420
 06/14  23:45:00,16.373375,0,0,0,21.0961525,281.7078963,420,12.80006406,100039.7364,1.55E-02,420
 06/14  23:50:00,16.28170833,0,0,0,21.06088376,282.6651589,420,12.80006758,100039.7364,1.55E-02,420
 06/14  23:55:00,16.19004167,0,0,0,21.0257363,283.6272139,420,12.80007058,100039.7364,1.55E-02,420
 06/14  24:00:00,16.098375,0,0,0,20.9907029,284.5938372,420,12.80007315,100039.7364,1.55E-02,420
 06/15  00:05:00,15.95670833,0,0,0,20.95329295,285.8612352,420,12.80006727,100039.1408,1.55E-02,420
 06/15  00:10:00,15.81504167,0,0,0,20.91339498,287.6043004,420,12.80006544,100038.5452,1.55E-02,420
 06/15  00:15:00,15.673375,0,0,0,20.87222742,289.6259162,420,12.8000615,100037.9497,1.55E-02,420
 06/15  00:20:00,15.53170833,0,0,0,20.83078454,291.7171257,420,12.80005749,100037.3541,1.55E-02,420
 06/15  00:25:00,15.39004167,0,0,0,20.78941211,293.7883162,420,12.80005419,100036.7586,1.55E-02,420
 06/15  00:30:00,15.248375,0,0,0,20.74807746,295.8352622,420,12.80005168,100036.163,1.55E-02,420
 06/15  00:35:00,15.10670833,0,0,0,20.70668275,297.8764259,420,12.80004981,100035.5674,1.55E-02,420
 06/15  00:40:00,14.96504167,0,0,0,20.66518764,299.9219851,420,12.80004841,100034.9719,1.55E-02,420
 06/15  00:45:00,14.823375,0,0,0,20.62359949,301.9719107,420,12.80004738,100034.3763,1.55E-02,420
 06/15  00:50:00,14.68170833,0,0,0,20.58193896,304.0245346,420,12.80004668,100033.7807,1.55E-02,420
 06/15  00:55:00,14.54004167,0,0,0,20.5402244,306.0798246,420,12.80004624,100033.1852,1.55E-02,420
 06/15  01:00:00,14.398375,0,0,0,20.49846608,308.1365726,420,12.80004604,100032.5896,1.55E-02,420
 06/15  01:05:00,14.173375,0,0,0,20.45217289,310.5624045,420,12.80003378,100032.0933,1.55E-02,420
 06/15  01:10:00,13.948375,0,0,0,20.40115016,313.842117,420,12.80002858,100031.597,1.55E-02,420
 06/15  01:15:00,13.723375,0,0,0,20.34758206,317.6081781,420,12.80002092,100031.1007,1.55E-02,420
 06/15  01:20:00,13.498375,0,0,0,20.29323802,321.4836539,420,12.80001387,100030.6044,1.55E-02,420
 06/15  01:25:00,13.273375,0,0,0,20.23871938,325.3075103,420,12.80000855,100030.1081,1.55E-02,420
 06/15  01:30:00,13.048375,0,0,0,20.18395553,329.0746536,420,12.80000492,100029.6118,1.55E-02,420
 06/15  01:35:00,12.823375,0,0,0,20.12877027,332.8206194,420,12.80000265,100029.1155,1.55E-02,420
 06/15  01:40:00,12.598375,0,0,0,20.07311952,336.5741645,420,12.80000141,100028.6192,1.55E-02,420
 06/15  01:45:00,12.373375,0,0,0,20.01700599,340.312653,420,12.80000101,100028.1229,1.55E-02,420
 06/15  01:50:00,12.148375,0,0,0,19.96045704,344.0448938,420,12.80000131,100027.6266,1.55E-02,420
 06/15  01:55:00,11.923375,0,0,0,19.9035184,347.7774555,420,12.80000219,100027.1303,1.55E-02,420
 06/15  02:00:00,11.698375,0,0,0,19.84618196,351.4854161,420,12.80000356,100026.634,1.55E-02,420
 06/15  02:05:00,11.55670833,0,0,0,19.79266721,354.6632512,420,12.80000892,100026.1377,1.55E-02,420
 06/15  02:10:00,11.41504167,0,0,0,19.74313804,357.0187221,420,12.8000124,100025.6414,1.55E-02,420
 06/15  02:15:00,11.273375,0,0,0,19.69551812,358.8989312,420,12.80001665,100025.1451,1.55E-02,420
 06/15  02:20:00,11.13170833,0,0,0,19.64814243,360.6668156,420,12.80002067,100024.6488,1.55E-02,420
 06/15  02:25:00,10.99004167,0,0,0,19.60045782,362.4740881,420,12.8000242,100024.1525,1.55E-02,420
 06/15  02:30:00,10.848375,0,0,0,19.55253993,364.3227875,420,12.80002732,100023.6562,1.55E-02,420
 06/15  02:35:00,10.70670833,0,0,0,19.504557,366.1785258,420,12.80003018,100023.1599,1.55E-02,420
 06/15  02:40:00,10.56504167,0,0,0,19.45657126,368.0239408,420,12.80003283,100022.6636,1.55E-02,420
 06/15  02:45:00,10.423375,0,0,0,19.40856507,369.859992,420,12.80003531,100022.1673,1.55E-02,420
 06/15  02:50:00,10.28170833,0,0,0,19.36050757,371.6926154,420,12.80003762,100021.6709,1.55E-02,420
 06/15  02:55:00,10.14004167,0,0,0,19.31238393,373.5250862,420,12.80003979,100021.1746,1.55E-02,420
 06/15  03:00:00,9.998375001,0,0,0,19.26419227,375.3574987,420,12.80004183,100020.6783,1.55E-02,420
 06/15  03:05:00,9.998375001,0,0,0,19.22385806,376.6185979,420,12.80003745,100020.6783,1.55E-02,420
 06/15  03:10:00,9.998375001,0,0,0,19.19148333,376.2698652,420,12.80003598,100020.6783,1.55E-02,420
 06/15  03:15:00,9.998375001,0,0,0,19.16313472,375.0837686,420,12.80003227,100020.6783,1.55E-02,420
 06/15  03:20:00,9.998375001,0,0,0,19.13578915,373.7439179,420,12.80002785,100020.6783,1.55E-02,420
 06/15  03:25:00,9.998375001,0,0,0,19.10850724,372.5158141,420,12.80002372,100020.6783,1.55E-02,420
 06/15  03:30:00,9.998375001,0,0,0,19.08146667,371.3903418,420,12.80002027,100020.6783,1.55E-02,420
 06/15  03:35:00,9.998375001,0,0,0,19.0549734,370.2999609,420,12.80001751,100020.6783,1.55E-02,420
 06/15  03:40:00,9.998375001,0,0,0,19.02912225,369.2130264,420,12.8000153,100020.6783,1.55E-02,420
 06/15  03:45:00,9.998375001,0,0,0,19.00386217,368.1318599,420,12.80001351,100020.6783,1.55E-02,420
 06/15  03:50:00,9.998375001,0,0,0,18.97912223,367.0669672,420,12.80001206,100020.6783,1.55E-02,420
 06/15  03:55:00,9.998375001,0,0,0,18.95486289,366.0235117,420,12.80001088,100020.6783,1.55E-02,420
 06/15  04:00:00,9.998375001,0,0,0,18.93106903,365.0010861,420,12.80000996,100020.6783,1.55E-02,420
 06/15  04:05:00,10.14004167,0,0,0,18.91511895,363.1943333,420,12.80000761,100021.0754,1.55E-02,420
 06/15  04:10:00,10.28170833,0,0,0,18.90727284,359.9889768,420,12.80000607,100021.4724,1.55E-02,420
 06/15  04:15:00,10.423375,0,0,0,18.90389614,356.0094215,420,12.80000363,100021.8695,1.55E-02,420
 06/15  04:20:00,10.56504167,0,3918.759411,5.09349724,18.90445459,352.9562632,420,12.80000074,100022.2665,1.55E-02,420
 06/15  04:25:00,10.70670833,0,13031.16542,6.757894543,18.91227449,351.4621976,420,12.7999984,100022.6636,1.55E-02,420
 06/15  04:30:00,10.848375,0,11774.92148,8.547478635,18.92249068,347.2329885,420,12.7999973,100023.0606,1.55E-02,420
 06/15  04:35:00,10.99004167,0,39180.25564,20.14636807,18.95033319,351.47002,420,12.79999583,100023.4576,1.55E-02,420
 06/15  04:40:00,11.13170833,0,66890.36674,37.14278495,19.00465283,356.2672091,420,12.79999756,100023.8547,1.55E-02,420
 06/15  04:45:00,11.273375,0,89831.99944,60.6699559,19.07960251,358.5313941,420,12.80000116,100024.2517,1.55E-02,420
 06/15  04:50:00,11.41504167,0,113206.5242,93.66165697,19.16638886,359.96037,420,12.80000382,100024.6488,1.55E-02,420
 06/15  04:55:00,11.55670833,0,147732.8211,156.1657941,19.26982506,365.9403832,420,12.80000498,100025.0458,1.55E-02,420
 06/15  05:00:00,11.698375,0,167499.3076,222.8592557,19.38674866,369.405465,420,12.80000699,100025.4428,1.55E-02,420
 06/15  05:05:00,11.79004167,0,187712.5682,276.8861521,19.5099508,372.8699267,420,12.80000363,100025.6414,1.55E-02,420
 06/15  05:10:00,11.88170833,0,208263.6564,335.6479106,19.63798859,377.595615,420,12.80000193,100025.8399,1.55E-02,420
 06/15  05:15:00,11.973375,0,229072.3047,398.033426,19.77287417,383.2945655,420,12.79999904,100026.0384,1.55E-02,420
 06/15  05:20:00,12.06504167,0,250074.6199,462.7159932,19.91635992,389.4816049,420,12.79999632,100026.2369,1.55E-02,420
 06/15  05:25:00,12.15670833,0,271216.5536,528.1943433,20.06874603,395.9056438,420,12.799994,100026.4355,1.55E-02,420
 06/15  05:30:00,12.248375,0,296454.652,632.9106926,20.23191799,403.6441976,420,12.79999183,100026.634,1.55E-02,420
 06/15  05:35:00,12.34004167,0,299897.4918,626.1268512,20.39011952,404.360883,420,12.79998991,100026.8325,1.55E-02,420
 06/15  05:40:00,12.43170833,0,307157.9665,653.7578488,20.5371949,406.2466129,420,12.79998607,100027.031,1.55E-02,420
 06/15  05:45:00,12.523375,0,314235.6891,675.1121647,20.6763966,409.4895782,420,12.79998185,100027.2295,1.55E-02,420
 06/15  05:50:00,12.61504167,0,321131.7919,689.6132677,20.81233616,413.1497452,420,12.79997831,100027.4281,1.55E-02,420
 06/15  05:55:00,12.70670833,0,327600.2501,696.7165927,20.94698108,416.5985129,420,12.79997546,100027.6266,1.55E-02,420
 06/15  06:00:00,12.798375,0,334148.1952,695.9093122,21.08045366,419.8755006,420,12.79997291,100027.8251,1.55E-02,420
 06/15  06:05:00,13.03170833,0,340506.9348,728.4597807,21.21986866,422.3045618,420,12.79996744,100028.1229,1.55E-02,420
 06/15  06:10:00,13.26504167,0,346673.2818,759.2338557,21.36495415,423.092247,420,12.79996318,100028.4207,1.55E-02,420
 06/15  06:15:00,13.498375,0,352643.7315,788.085162,21.51180379,422.9914323,420,12.79995783,100028.7184,1.55E-02,420
 06/15  06:20:00,13.73170833,0,358414.6115,814.8744907,21.65747934,422.6397827,420,12.79995223,100029.0162,1.55E-02,420
 06/15  06:25:00,13.96504167,0,363982.1821,839.4697664,21.80103681,422.2800001,420,12.79994698,100029.314,1.55E-02,420
 06/15  06:30:00,14.198375,0,369342.6995,861.7459326,21.94257901,421.8985246,420,12.79994227,100029.6118,1.55E-02,420
 06/15  06:35:00,14.43170833,0,376416.6476,886.5051008,22.08425044,422.2898998,420,12.79993807,100029.9096,1.55E-02,420
 06/15  06:40:00,14.66504167,0,383283.2018,908.582234,22.2265706,422.3863989,420,12.79994713,100030.2074,1.55E-02,420
 06/15  06:45:00,14.898375,0,389935.395,927.7426719,22.36872276,422.1776023,420,12.79996077,100030.5051,1.55E-02,420
 06/15  06:50:00,15.13170833,0,396365.597,943.7585557,22.50975392,421.7863176,420,12.79996073,100030.8029,1.55E-02,420
 06/15  06:55:00,15.36504167,0,402565.6639,956.409018,22.64911825,421.2868814,420,12.79996095,100031.1007,1.55E-02,420
 06/15  07:00:00,15.598375,0,415682.5593,991.9787108,22.79123456,422.7509177,420,12.79996124,100031.3985,1.55E-02,420
 06/15  07:05:00,15.823375,0,421819.6857,1015.385915,22.93332603,422.1796014,420,12.7999572,100031.1007,1.55E-02,420
 06/15  07:10:00,16.048375,0,427626.6094,1035.238606,23.07215896,421.1970893,420,12.79995546,100030.8029,1.55E-02,420
 06/15  07:15:00,16.273375,0,433102.3878,1050.354821,23.20688833,420.31013,420,12.79995237,100030.5051,1.55E-02,420
 06/15  07:20:00,16.498375,0,438244.2157,1063.776792,23.33808657,419.4716307,420,12.79994929,100030.2074,1.55E-02,420
 06/15  07:25:00,16.723375,0,443047.545,1075.403091,23.46640294,418.5564976,420,12.79994676,100029.9096,1.55E-02,420
 06/15  07:30:00,16.948375,0,447506.1541,1085.135776,23.59191945,417.4262093,420,12.7999448,100029.6118,1.55E-02,420
 06/15  07:35:00,17.173375,0,446718.3559,1085.1788,23.71101669,414.5911939,420,12.79994328,100029.314,1.55E-02,420
 06/15  07:40:00,17.398375,0,445680.2023,1083.130046,23.82301711,412.0829329,420,12.79994178,100029.0162,1.55E-02,420
 06/15  07:45:00,17.623375,0,444386.1999,1078.99636,23.92973031,409.9626294,420,12.79994053,100028.7184,1.55E-02,420
 06/15  07:50:00,17.848375,0,442829.9643,1072.786526,23.998576,413.2830984,420,12.5879148,100028.4207,1.70E-02,420
 06/15  07:55:00,18.073375,0,441004.2181,1064.511133,24.00086786,427.709238,420,12.51783927,100028.1229,1.95E-02,420
 06/15  08:00:00,18.298375,0,438900.8136,1054.182473,24.00093761,444.1582676,420,12.71881039,100027.8251,2.05E-02,420
 06/15  08:05:00,18.49004167,0,436510.7831,1052.449088,24.00089009,459.2902192,420,12.68007751,100027.4281,2.22E-02,420
 06/15  08:10:00,18.68170833,0,433824.4179,1049.215557,24.00084499,473.4608797,420,12.71007559,100027.031,2.36E-02,420
 06/15  08:15:00,18.873375,0,430831.3794,1044.491694,24.0008057,486.7544431,420,12.72580946,100026.634,2.50E-02,420
 06/15  08:20:00,19.06504167,0,427520.8415,1038.288286,24.00077252,499.0883774,420,12.73741718,100026.2369,2.63E-02,420
 06/15  08:25:00,19.25670833,0,423881.6661,1030.617046,24.00074559,510.5563114,420,12.74651522,100025.8399,2.75E-02,420
 06/15  08:30:00,19.448375,0,419902.6112,1021.490574,24.00072556,521.0339244,420,12.75434252,100025.4428,2.86E-02,420
 06/15  08:35:00,19.64004167,0,414486.341,1008.839199,24.00071403,530.1363674,420,12.76179635,100025.0458,2.97E-02,420
 06/15  08:40:00,19.83170833,0,408752.3221,994.8338474,24.00071005,538.1150787,420,12.76757693,100024.6488,3.07E-02,420
 06/15  08:45:00,20.023375,0,402693.7488,979.5023842,24.00071289,545.0021386,420,12.77238195,100024.2517,3.15E-02,420
 06/15  08:50:00,20.21504167,0,396304.9142,962.8730404,24.00074763,550.7828867,420,12.78542969,100023.8547,3.20E-02,420
 06/15  08:55:00,20.40670833,0,389581.5222,944.9743892,24.00076033,555.458613,420,12.77985504,100023.4576,3.28E-02,420
 06/15  09:00:00,20.598375,0,382521.0048,925.835322,24.00077462,559.1042567,420,12.78221529,100023.0606,3.35E-02,420
 06/15  09:05:00,20.73170833,1,375122.8394,909.8298915,24.00074098,570.9342271,429.6209839,12.70186591,100022.7628,3.81E-02,420
 06/15  09:10:00,20.86504167,1,367388.86,892.7506269,24.00085592,578.8491129,443.6850651,12.7805055,100022.465,3.92E-02,428.4750029
 06/15  09:15:00,20.998375,1,359323.5541,874.6226109,24.00101617,582.7865129,457.6461412,12.79039513,100022.1673,3.99E-02,440.8638738
 06/15  09:20:00,21.13170833,1,350934.3392,855.4711591,24.00116195,584.7444392,469.879969,12.79344356,100021.8695,4.03E-02,453.1620089
 06/15  09:25:00,21.26504167,1,342231.8102,835.3218119,24.00127667,585.1418446,480.339953,12.79543297,100021.5717,4.06E-02,463.9386328
 06/15  09:30:00,21.398375,1,333229.9521,814.2003273,24.00136171,584.1753539,489.3779116,12.79695872,100021.2739,4.08E-02,473.1527002
 06/15  09:35:00,21.53170833,1,323707.155,792.5283584,24.00142328,581.9012989,497.2924858,12.79836978,100020.9761,4.09E-02,481.1141235
 06/15  09:40:00,21.66504167,1,313984.9645,769.9590562,24.00146752,578.5233312,504.2716665,12.79953813,100020.6783,4.10E-02,488.0859716
 06/15  09:45:00,21.798375,1,304093.2546,746.537203,24.00149874,574.1591801,510.4390065,12.80057405,100020.3806,4.09E-02,494.2338435
 06/15  09:50:00,21.93170833,1,294064.7599,722.306748,24.00152,568.936186,515.8914936,12.80149418,100020.0828,4.08E-02,499.6665751
 06/15  09:55:00,22.06504167,1,283934.9093,697.3108091,24.00153357,562.9937944,520.7145164,12.80229874,100019.785,4.06E-02,504.469602
 06/15  10:00:00,22.198375,1,273741.594,671.5916679,24.00154129,556.4658481,524.9849052,12.80299726,100019.4872,4.04E-02,508.7181416
 06/15  10:05:00,22.34004167,1,263524.872,653.4303971,24.00154196,549.5969016,528.7705056,12.80322189,100019.1894,4.02E-02,512.4798731
 06/15  10:10:00,22.48170833,1,253326.6114,634.0277205,24.00154276,542.4376599,532.1307517,12.80363492,100018.8917,3.99E-02,515.8145605
 06/15  10:15:00,22.623375,1,243190.0763,613.9827223,24.0015468,535.1873272,535.1172145,12.80385575,100018.5939,3.97E-02,518.7745587
 06/15  10:20:00,22.76504167,1,233159.4622,593.5340129,24.00155443,527.9527731,537.7745889,12.80395326,100018.2961,3.94E-02,521.405296
 06/15  10:25:00,22.90670833,1,223279.3856,572.7147797,24.001565,520.8199979,540.141689,12.80394334,100017.9983,3.92E-02,523.7461434
 06/15  10:30:00,23.048375,1,213914.2941,556.6932015,24.0014902,513.9969406,542.251708,12.80353517,100017.7005,3.89E-02,525.8312919
 06/15  10:35:00,23.19004167,1,203124.2086,531.5720996,24.00150391,507.4062793,544.1340004,12.80352435,100017.4027,3.87E-02,527.6899809
 06/15  10:40:00,23.33170833,1,192896.3164,506.771919,24.00152784,501.0006917,545.8143808,12.80327133,100017.105,3.85E-02,529.3480684
 06/15  10:45:00,23.473375,1,183250.4682,482.3412237,24.00155267,494.9603151,547.3153063,12.80289762,100016.8072,3.83E-02,530.8282943
 06/15  10:50:00,23.61504167,1,174200.5612,458.3265366,24.00157672,489.332218,548.6561449,12.80239703,100016.5094,3.82E-02,532.1504405
 06/15  10:55:00,23.75670833,1,165754.1762,434.772291,24.00159997,484.166489,549.8536052,12.80181058,100016.2116,3.81E-02,533.3315683
 06/15  11:00:00,23.898375,1,157912.3256,411.7207828,24.00162258,479.4417145,550.9223185,12.80123001,100015.9138,3.80E-02,534.3863958
 06/15  11:05:00,23.99004167,1,150669.323,401.9303386,24.00164348,475.012331,551.8775908,12.80257455,100015.1198,3.79E-02,535.3278119
 06/15  11:10:00,24.08170833,1,144012.7816,392.1135156,24.00166043,470.8997162,552.7325887,12.80227298,100014.3257,3.78E-02,536.1692991
 06/15  11:15:00,24.173375,1,137923.7466,382.2870483,24.00167101,467.0042107,553.4983693,12.80198972,100013.5316,3.76E-02,536.922456
 06/15  11:20:00,24.26504167,1,132376.9616,372.4669582,24.00167531,463.2186592,554.1847244,12.80184403,100012.7375,3.75E-02,537.5970224
 06/15  11:25:00,24.35670833,1,127341.2685,362.6685367,24.00167438,459.4544167,554.8006794,12.80182322,100011.9434,3.74E-02,538.2016239
 06/15  11:30:00,24.448375,1,122780.1342,352.9063295,24.00166925,455.5839509,555.3548019,12.80198302,100011.1493,3.73E-02,538.7442109
 06/15  11:35:00,24.54004167,1,118170.0663,343.6183907,24.00165995,451.219624,555.8561053,12.80269075,100010.3552,3.72E-02,539.2323304
 06/15  11:40:00,24.63170833,1,113918.5185,334.1324761,24.00164834,446.6731758,556.3125776,12.80206499,100009.5612,3.70E-02,539.6739221
 06/15  11:45:00,24.723375,1,110050.361,324.4498204,24.00163447,441.9578208,556.7306495,12.80244377,100008.7671,3.69E-02,540.0760228
 06/15  11:50:00,24.81504167,1,106584.172,314.5721149,24.00161902,437.1049952,557.1156791,12.80279188,100007.973,3.67E-02,540.444297
 06/15  11:55:00,24.90670833,1,103531.7023,304.5015019,24.0016025,432.2168275,557.4720067,12.80299678,100007.1789,3.65E-02,540.7834647
 06/15  12:00:00,24.998375,1,102381.6992,294.2405698,24.00158688,428.0456735,557.8010351,12.80205789,100006.3848,3.64E-02,541.0973492
 06/15  12:05:00,24.948375,0.5,102423.2247,291.511671,24.0015053,423.2829454,553.3248539,12.8478364,100005.69,3.42E-02,541.3871862
 06/15  12:10:00,24.898375,0.5,102479.3716,288.7727163,24.00147786,419.2701968,546.5682416,12.81321181,100004.9952,3.37E-02,537.4441748
 06/15  12:15:00,24.848375,0.5,102548.9152,286.0224841,24.00144258,415.826933,539.7895143,12.80880963,100004.3004,3.33E-02,531.4923607
 06/15  12:20:00,24.798375,0.5,102630.4433,283.2597437,24.00142431,412.7226786,533.8230286,12.80932569,100003.6055,3.30E-02,525.5210656
 06/15  12:25:00,24.748375,0.5,102722.3762,280.4832582,24.00142499,409.8873697,528.7157191,12.80915683,100002.9107,3.26E-02,520.265264
 06/15  12:30:00,24.698375,0.5,102822.991,277.6917886,24.00142666,407.2887139,524.3045386,12.80902761,100002.2159,3.23E-02,515.7662997
 06/15  12:35:00,24.648375,0.5,102711.0597,274.00164,24.00142769,404.8229213,520.4457687,12.80910587,100001.5211,3.20E-02,511.8805467
 06/15  12:40:00,24.598375,0.5,102608.9191,270.2985487,24.00139539,402.5171153,517.0491909,12.79875915,100000.8262,3.21E-02,508.4814052
 06/15  12:45:00,24.548375,0.5,102515.2566,266.5825175,24.00139075,400.3643074,514.0550281,12.80739018,100000.1314,3.19E-02,505.4894029
 06/15  12:50:00,24.498375,0.5,102428.7074,262.8535471,24.00138947,398.3558464,511.4175221,12.80807257,99999.43658,3.16E-02,502.8518828
 06/15  12:55:00,24.448375,0.5,102347.878,259.1116451,24.00138773,396.4829041,509.0966066,12.8070135,99998.74176,3.14E-02,500.5285371
 06/15  13:00:00,24.398375,0.5,102271.3675,255.3568337,24.00138537,394.7356098,507.0556967,12.80685903,99998.04694,3.12E-02,498.4840721
 06/15  13:05:00,24.35670833,1,102197.7853,253.3036841,24.00132955,393.967388,510.1057103,12.76740221,99997.55063,3.23E-02,496.6862604
 06/15  13:10:00,24.31504167,1,102125.7673,251.2230873,24.00132864,393.0624107,515.6744062,12.80212924,99997.05433,3.23E-02,499.3729787
 06/15  13:15:00,24.273375,1,102053.9879,249.1152098,24.00134483,392.0134989,521.4462617,12.80533907,99996.55803,3.21E-02,504.2783725
 06/15  13:20:00,24.23170833,1,101981.1692,246.980237,24.00136206,390.9764428,526.547521,12.80573595,99996.06172,3.19E-02,509.3627268
 06/15  13:25:00,24.19004167,1,101906.0886,244.8183797,24.00134389,389.974567,530.9096482,12.79554991,99995.56542,3.21E-02,513.8563615
 06/15  13:30:00,24.148375,1,101827.5826,242.6298788,24.00138337,389.0206391,534.6780846,12.8045749,99995.06912,3.20E-02,517.6989041
 06/15  13:35:00,24.10670833,1,100952.3966,237.5290763,24.00139354,387.7933542,537.9862649,12.80576881,99994.57282,3.18E-02,521.018472
 06/15  13:40:00,24.06504167,1,100092.3424,232.4514783,24.00136486,386.4548238,540.9177255,12.80526649,99994.07651,3.16E-02,523.9326062
 06/15  13:45:00,24.023375,1,99247.69588,227.4012331,24.00136768,385.0584072,543.5218997,12.8054974,99993.58021,3.15E-02,526.5148926
 06/15  13:50:00,23.98170833,1,98418.73964,222.3826112,24.0013721,383.6140206,545.8352008,12.80562606,99993.08391,3.13E-02,528.8088767
 06/15  13:55:00,23.94004167,1,97605.76039,217.3999864,24.00137584,382.1274761,547.8898642,12.80582338,99992.5876,3.11E-02,530.8466344
 06/15  14:00:00,23.898375,1,96809.04623,212.457815,24.00137858,380.6026976,549.7156273,12.80599562,99992.0913,3.09E-02,532.6565613
 06/15  14:05:00,23.94004167,1,98660.07383,204.3566645,24.0013605,380.289907,551.3316397,12.7987402,99991.89278,3.09E-02,534.2648528
 06/15  14:10:00,23.98170833,1,97799.18492,200.7212852,24.00134455,379.5146196,552.7586419,12.7991651,99991.69426,3.10E-02,535.6883777
 06/15  14:15:00,24.023375,1,96953.30711,197.1201988,24.0013343,378.5380687,554.0185126,12.79961435,99991.49574,3.10E-02,536.9454059
 06/15  14:20:00,24.06504167,1,96122.85337,193.5563431,24.00132928,377.5168579,555.1315616,12.79975028,99991.29722,3.10E-02,538.05521
 06/15  14:25:00,24.10670833,1,95308.2112,190.0328839,24.0013284,376.4963706,556.1155051,12.79976406,99991.0987,3.10E-02,539.0356808
 06/15  14:30:00,24.148375,1,94509.7381,186.5531893,24.00133069,375.4865612,556.9856353,12.7997463,99990.90018,3.10E-02,539.9024241
 06/15  14:35:00,24.19004167,1,94034.11458,185.2308791,24.00133511,374.5920228,557.7549585,12.79950705,99990.70165,3.10E-02,540.6689109
 06/15  14:40:00,24.23170833,1,93540.82824,183.8737139,24.00134126,373.7673326,558.4348358,12.79934569,99990.50313,3.10E-02,541.3465979
 06/15  14:45:00,24.273375,1,93029.42673,182.4813331,24.00134894,372.9781147,559.0354247,12.79926221,99990.30461,3.11E-02,541.9454931
 06/15  14:50:00,24.31504167,1,92499.48893,181.0534353,24.00135794,372.2162747,559.5658224,12.79920184,99990.10609,3.11E-02,542.4745443
 06/15  14:55:00,24.35670833,1,91950.62263,179.5897739,24.00136802,371.4769885,560.034132,12.7991479,99989.90757,3.11E-02,542.941765
 06/15  15:00:00,24.398375,1,91382.46231,178.090153,24.00137905,370.7558101,560.4475385,12.79911521,99989.70905,3.12E-02,543.3542929
 06/15  15:05:00,24.35670833,1,90794.66712,177.2413193,24.00140167,369.7406439,560.8181503,12.80438704,99989.51053,3.10E-02,543.7184575
 06/15  15:10:00,24.31504167,1,90186.91896,176.342806,24.00142667,368.7413378,561.1549091,12.80481488,99989.31201,3.09E-02,544.0449247
 06/15  15:15:00,24.273375,1,89558.92069,175.3942078,24.001453,367.7255345,561.4632123,12.80494633,99989.11349,3.07E-02,544.3415713
 06/15  15:20:00,24.23170833,1,88910.39449,174.395175,24.00148041,366.673972,561.7466649,12.80509109,99988.91496,3.05E-02,544.6131517
 06/15  15:25:00,24.19004167,1,88241.08022,173.3454079,24.00150868,365.5763465,562.0082365,12.80526373,99988.71644,3.04E-02,544.8628415
 06/15  15:30:00,24.148375,1,87550.734,172.2446515,24.0015376,364.4272864,562.2506488,12.80545513,99988.51792,3.02E-02,545.0932566
 06/15  15:35:00,24.10670833,1,85195.52291,166.8298695,24.00156879,362.6156395,562.4782823,12.80702876,99988.3194,3.00E-02,545.3067945
 06/15  15:40:00,24.06504167,1,82845.77866,161.4389816,24.00160144,360.4428613,562.6953999,12.80809668,99988.12088,2.98E-02,545.507314
 06/15  15:45:00,24.023375,1,81049.08286,151.846379,24.00163422,358.2326367,562.9046037,12.80841675,99987.92236,2.95E-02,545.6985702
 06/15  15:50:00,23.98170833,1,78605.41035,146.4288664,24.00166763,355.6797049,563.1082831,12.80941054,99987.72384,2.93E-02,545.8828551
 06/15  15:55:00,23.94004167,1,76173.99673,141.0473397,24.00170148,352.8658394,563.3086328,12.81031529,99987.52532,2.90E-02,546.0622737
 06/15  16:00:00,23.898375,1,73755.64685,135.7030383,24.00173547,349.843051,563.5074563,12.81113154,99987.3268,2.87E-02,546.2387592
 06/15  16:05:00,23.80670833,1,71351.13885,130.776653,24.00177836,346.4198129,563.7086568,12.81594582,99987.42606,2.83E-02,546.4139003
 06/15  16:10:00,23.71504167,1,68961.22308,125.8547932,24.00181704,342.8433502,563.9150085,12.8172751,99987.52532,2.79E-02,546.5911353
 06/15  16:15:00,23.623375,1,66475.06039,117.0255893,24.00184914,339.0947424,564.1278481,12.81843927,99987.62458,2.74E-02,546.7729079
 06/15  16:20:00,23.53170833,1,64035.83875,119.0203518,24.00187485,335.2011702,564.347677,12.81957919,99987.72384,2.69E-02,546.9603956
 06/15  16:25:00,23.44004167,1,61618.19584,120.1982511,24.00189524,331.1951654,564.5746085,12.82069804,99987.8231,2.65E-02,547.1540401
 06/15  16:30:00,23.348375,1,60006.06903,113.8606494,24.00191096,327.3343994,564.8078492,12.82109676,99987.92236,2.60E-02,547.3539412
 06/15  16:35:00,23.25670833,1,57854.179,113.5209312,24.0019234,323.3019715,565.0471197,12.8224195,99988.02162,2.56E-02,547.5594
 06/15  16:40:00,23.16504167,1,56473.51342,111.11648,24.00193286,319.3869991,565.2917689,12.8229774,99988.12088,2.51E-02,547.7701703
