Date/Time,C38130:Zone Outdoor Air Drybulb Temperature [C](TimeStep),OCCU,C38130:Zone Windows Total Transmitted Solar Radiation Energy [J](TimeStep),C38130:Daylighting Reference Point 1 Illuminance [lux](TimeStep),C38130:Zone Mean Air Temperature [C](TimeStep),C38130:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),ZoneCO2,VAV_SYSTEM SUPPLY FAN OUTLET:System Node Temperature [C](TimeStep),VAV_SYSTEM SUPPLY FAN OUTLET:System Node Pressure [Pa](TimeStep),SupplyFlow,SupplyCO2
 06/01  00:05:00,20.698375,0,0,0,21.67854252,185.7614854,420.0041453,12.80018413,99977.5,1.56E-02,420.0041378
 06/01  00:10:00,20.298375,0,0,0,21.61907287,191.2701814,420.0036577,12.80019168,99978.39335,1.56E-02,420.0036516
 06/01  00:15:00,19.898375,0,0,0,21.55029145,198.3899795,420.0032269,12.80020525,99979.28669,1.56E-02,420.003222
 06/01  00:20:00,19.498375,0,0,0,21.47842682,205.9706364,420.0028464,12.80022214,99980.18004,1.56E-02,420.0028425
 06/01  00:25:00,19.098375,0,0,0,21.40597611,213.4821075,420.0025104,12.80023936,99981.07338,1.56E-02,420.0025073
 06/01  00:30:00,18.698375,0,0,0,21.33303523,220.8500684,420.0022137,12.80025499,99981.96673,1.56E-02,420.0022113
 06/01  00:35:00,18.298375,0,0,0,21.2591225,228.1608283,420.0019518,12.80026846,99982.86007,1.56E-02,420.00195
 06/01  00:40:00,17.898375,0,0,0,21.18400913,235.4773533,420.0017207,12.80028004,99983.75342,1.56E-02,420.0017193
 06/01  00:45:00,17.498375,0,0,0,21.10774698,242.8081636,420.0015167,12.80029018,99984.64676,1.56E-02,420.0015157
 06/01  00:50:00,17.098375,0,0,0,21.03046741,250.1384972,420.0013367,12.8002992,99985.54011,1.56E-02,420.001336
 06/01  00:55:00,16.698375,0,0,0,20.95226089,257.456656,420.0011779,12.80030729,99986.43345,1.56E-02,420.0011774
 06/01  01:00:00,16.298375,0,0,0,20.87316613,264.7601365,420.0010378,12.80031453,99987.3268,1.56E-02,420.0010376
 06/01  01:05:00,16.398375,0,0,0,20.81900409,269.5067995,420.0009143,12.80030266,99987.92236,1.56E-02,420.0009142
 06/01  01:10:00,16.498375,0,0,0,20.79104823,269.439961,420.0008056,12.80029599,99988.51792,1.56E-02,420.0008054
 06/01  01:15:00,16.598375,0,0,0,20.77684371,266.6016767,420.0007099,12.80027742,99989.11349,1.56E-02,420.0007097
 06/01  01:20:00,16.698375,0,0,0,20.76613672,263.0963501,420.0006256,12.80025243,99989.70905,1.56E-02,420.0006253
 06/01  01:25:00,16.798375,0,0,0,20.74378586,254.7015946,420.0005513,12.80022724,99990.30461,1.56E-02,420.0005511
 06/01  01:30:00,16.898375,0,0,0,20.71971577,253.3042563,420.0004859,12.80019999,99990.90018,1.56E-02,420.0004857
 06/01  01:35:00,16.998375,0,0,0,20.70138377,251.5366079,420.0004283,12.80018172,99991.49574,1.56E-02,420.000428
 06/01  01:40:00,17.098375,0,0,0,20.6889046,248.9175046,420.0003775,12.80017014,99992.0913,1.56E-02,420.0003773
 06/01  01:45:00,17.198375,0,0,0,20.67958902,245.8879623,420.0003328,12.80016106,99992.68687,1.56E-02,420.0003325
 06/01  01:50:00,17.298375,0,0,0,20.67151775,242.8451733,420.0002934,12.80015277,99993.28243,1.56E-02,420.0002931
 06/01  01:55:00,17.398375,0,0,0,20.66416301,239.9207898,420.0002586,12.80014534,99993.87799,1.56E-02,420.0002584
 06/01  02:00:00,17.498375,0,0,0,20.65766743,237.091222,420.000228,12.80013918,99994.47356,1.56E-02,420.0002278
 06/01  02:05:00,17.56504167,0,0,0,20.65049741,234.4717558,420.000201,12.80013532,99994.8706,1.56E-02,420.0002009
 06/01  02:10:00,17.63170833,0,0,0,20.64255007,232.1767559,420.0001772,12.80013232,99995.26764,1.56E-02,420.0001771
 06/01  02:15:00,17.698375,0,0,0,20.63455944,230.0890715,420.0001563,12.80013086,99995.66468,1.56E-02,420.0001561
 06/01  02:20:00,17.76504167,0,0,0,20.62713874,228.0800362,420.0001378,12.80013045,99996.06172,1.56E-02,420.0001377
 06/01  02:25:00,17.83170833,0,0,0,20.62050027,226.0907963,420.0001215,12.80013062,99996.45877,1.56E-02,420.0001214
 06/01  02:30:00,17.898375,0,0,0,20.61461077,224.1148003,420.0001072,12.80013106,99996.85581,1.56E-02,420.000107
 06/01  02:35:00,17.96504167,0,0,0,20.60938582,222.1609597,420.0000945,12.80013164,99997.25285,1.56E-02,420.0000944
 06/01  02:40:00,18.03170833,0,0,0,20.60477248,220.2345179,420.0000833,12.80013233,99997.64989,1.56E-02,420.0000832
 06/01  02:45:00,18.098375,0,0,0,20.60074849,218.3349434,420.0000735,12.80013313,99998.04694,1.56E-02,420.0000734
 06/01  02:50:00,18.16504167,0,0,0,20.59730034,216.459569,420.0000648,12.80013403,99998.44398,1.56E-02,420.0000647
 06/01  02:55:00,18.23170833,0,0,0,20.59441128,214.6062799,420.0000572,12.80013503,99998.84102,1.56E-02,420.0000571
 06/01  03:00:00,18.298375,0,0,0,20.59206064,212.7739882,420.0000504,12.80013609,99999.23806,1.56E-02,420.0000503
 06/01  03:05:00,18.33170833,0,0,0,20.58843776,211.0855696,420.0000445,12.80014085,99999.53584,1.56E-02,420.0000444
 06/01  03:10:00,18.36504167,0,0,0,20.58338929,209.7286008,420.0000392,12.80014379,99999.83363,1.56E-02,420.0000392
 06/01  03:15:00,18.398375,0,0,0,20.57773061,208.5763264,420.0000346,12.80014799,100000.1314,1.56E-02,420.0000345
 06/01  03:20:00,18.43170833,0,0,0,20.57216589,207.4910381,420.0000305,12.80015252,100000.4292,1.56E-02,420.0000305
 06/01  03:25:00,18.46504167,0,0,0,20.56696109,206.4087283,420.0000269,12.80015678,100000.727,1.56E-02,420.0000269
 06/01  03:30:00,18.498375,0,0,0,20.56210636,205.3221178,420.0000237,12.80016052,100001.0248,1.56E-02,420.0000237
 06/01  03:35:00,18.53170833,0,0,0,20.55752992,204.2415239,420.0000209,12.80016372,100001.3225,1.56E-02,420.0000209
 06/01  03:40:00,18.56504167,0,0,0,20.56029619,206.3507439,420.0000185,12.80016647,100001.6203,1.56E-02,420.0000184
 06/01  03:45:00,18.598375,0,0,0,20.56475054,204.4690822,420.0000163,12.80017275,100001.9181,1.56E-02,420.0000163
 06/01  03:50:00,18.63170833,0,0,0,20.56677119,202.7783213,420.0000144,12.80017566,100002.2159,1.56E-02,420.0000144
 06/01  03:55:00,18.66504167,0,0,0,20.56631054,201.5910971,420.0000127,12.80017611,100002.5137,1.56E-02,420.0000127
 06/01  04:00:00,18.698375,0,0,0,20.56486581,200.6694499,420.0000112,12.80017635,100002.8114,1.56E-02,420.0000112
 06/01  04:05:00,18.70670833,0,0,0,20.56206858,199.8427236,420.0000099,12.80017699,100002.9107,1.56E-02,420.0000099
 06/01  04:10:00,18.71504167,0,0,0,20.55810386,199.2381703,420.0000087,12.80017832,100003.01,1.56E-02,420.0000087
 06/01  04:15:00,18.723375,0,0,0,20.55355032,198.7635593,420.0000077,12.80017999,100003.1092,1.56E-02,420.0000077
 06/01  04:20:00,18.73170833,0,0,0,20.54884812,198.3240411,420.0000068,12.80018186,100003.2085,1.56E-02,420.0000068
 06/01  04:25:00,18.74004167,0,1572.686911,1.842112283,20.54486385,198.1949343,420.000006,12.80018369,100003.3077,1.56E-02,420.000006
 06/01  04:30:00,18.748375,0,1711.585191,2.352997072,20.54147401,197.855188,420.0000053,12.80018591,100003.407,1.56E-02,420.0000053
 06/01  04:35:00,18.75670833,0,2576.859357,4.240919111,20.53845777,197.5389301,420.0000046,12.80018815,100003.5063,1.56E-02,420.0000046
 06/01  04:40:00,18.76504167,0,3443.435562,6.56509524,20.53579166,197.2768331,420.0000041,12.80018964,100003.6055,1.56E-02,420.0000041
 06/01  04:45:00,18.773375,0,4310.601022,9.316191798,20.53350573,197.0343788,420.0000036,12.80019099,100003.7048,1.56E-02,420.0000036
 06/01  04:50:00,18.78170833,0,5178.22859,12.49104886,20.53160967,196.8045964,420.0000032,12.80019224,100003.804,1.56E-02,420.0000032
 06/01  04:55:00,18.79004167,0,6046.359017,16.08903996,20.53009141,196.5872989,420.0000028,12.8001934,100003.9033,1.56E-02,420.0000028
 06/01  05:00:00,18.798375,0,6915.07206,20.11066184,20.52893507,196.3843031,420.0000025,12.80019447,100004.0026,1.56E-02,420.0000025
 06/01  05:05:00,18.81504167,0,7784.448156,22.82560173,20.52870221,196.2226503,420.0000022,12.80019472,100004.2011,1.56E-02,420.0000022
 06/01  05:10:00,18.83170833,0,8654.558455,25.57766051,20.52942624,195.9749184,420.0000019,12.80019529,100004.3996,1.56E-02,420.0000019
 06/01  05:15:00,18.848375,0,9594.398445,28.36801628,20.53090043,195.7120036,420.0000017,12.80019552,100004.5981,1.56E-02,420.0000017
 06/01  05:20:00,18.86504167,0,10545.14103,31.19777015,20.53293613,195.4550853,420.0000015,12.80019562,100004.7967,1.56E-02,420.0000015
 06/01  05:25:00,18.88170833,0,11490.35169,34.06795854,20.53543952,195.2156113,420.0000013,12.80019573,100004.9952,1.56E-02,420.0000013
 06/01  05:30:00,18.898375,0,12432.52801,36.97956888,20.5383828,194.9958762,420.0000012,12.80019592,100005.1937,1.56E-02,420.0000012
 06/01  05:35:00,18.91504167,0,14144.51719,41.48792111,20.54212599,194.9581347,420.000001,12.8001962,100005.3922,1.56E-02,420.000001
 06/01  05:40:00,18.93170833,0,15823.85822,46.08993821,20.54689328,194.9643695,420.0000009,12.80019675,100005.5907,1.56E-02,420.0000009
 06/01  05:45:00,18.948375,0,17473.63824,50.78499582,20.55266887,194.9805778,420.0000008,12.80019747,100005.7893,1.56E-02,420.0000008
 06/01  05:50:00,18.96504167,0,19096.89382,55.57295982,20.55928961,194.9913578,420.0000007,12.80019823,100005.9878,1.56E-02,420.0000007
 06/01  05:55:00,18.98170833,0,20696.43291,60.45405496,20.56660032,195.0127403,420.0000006,12.80019892,100006.1863,1.56E-02,420.0000006
 06/01  06:00:00,18.998375,0,22457.28294,65.42877488,20.57461247,195.0992402,420.0000006,12.80019955,100006.3848,1.56E-02,420.0000006
 06/01  06:05:00,19.03170833,0,24000.59782,70.24690462,20.58427168,195.1659685,420.0000005,12.80020603,100006.3848,1.56E-02,420.0000005
 06/01  06:10:00,19.06504167,0,25528.50179,75.12192457,20.59558302,195.0715597,420.0000004,12.80020935,100006.3848,1.56E-02,420.0000004
 06/01  06:15:00,19.098375,0,27042.45301,80.05424759,20.60805261,194.9005866,420.0000004,12.80021372,100006.3848,1.56E-02,420.0000004
 06/01  06:20:00,19.13170833,0,28543.69099,85.0443896,20.62127587,194.7286114,420.0000003,12.8002177,100006.3848,1.56E-02,420.0000003
 06/01  06:25:00,19.16504167,0,30033.26477,90.09294897,20.63509654,194.5887912,420.0000003,12.80022092,100006.3848,1.56E-02,420.0000003
 06/01  06:30:00,19.198375,0,31512.05811,95.20059114,20.64950649,194.4833558,420.0000003,12.80022347,100006.3848,1.56E-02,420.0000003
 06/01  06:35:00,19.23170833,0,33256.58109,101.1239374,20.66467008,194.4694598,420.0000002,12.80022556,100006.3848,1.56E-02,420.0000002
 06/01  06:40:00,19.26504167,0,34985.34926,107.1227918,20.68067417,194.4869837,420.0000002,12.80022739,100006.3848,1.56E-02,420.0000002
 06/01  06:45:00,19.298375,0,36699.10906,113.1976627,20.6974827,194.5173428,420.0000002,12.80022897,100006.3848,1.56E-02,420.0000002
 06/01  06:50:00,19.33170833,0,38398.52002,119.3491572,20.71501689,194.5654758,420.0000002,12.80023029,100006.3848,1.56E-02,420.0000002
 06/01  06:55:00,19.36504167,0,40084.15736,125.5779652,20.73321529,194.6373947,420.0000001,12.80023137,100006.3848,1.56E-02,420.0000001
 06/01  07:00:00,19.398375,0,41756.51595,131.8848468,20.75204394,194.7350256,420.0000001,12.80023224,100006.3848,1.56E-02,420.0000001
 06/01  07:05:00,19.448375,0,43416.01499,137.4270463,20.77211903,194.682244,420.0000001,12.80024183,100006.4841,1.56E-02,420.0000001
 06/01  07:10:00,19.498375,0,45063.00295,142.9706524,20.79346522,194.5388502,420.0000001,12.80024618,100006.5833,1.56E-02,420.0000001
 06/01  07:15:00,19.548375,0,46697.76244,148.5157746,20.81574063,194.3397072,420.0000001,12.8002521,100006.6826,1.56E-02,420.0000001
 06/01  07:20:00,19.598375,0,48320.51493,154.0625386,20.83863082,194.1315017,420.0000001,12.80025762,100006.7819,1.56E-02,420.0000001
 06/01  07:25:00,19.648375,0,49931.42514,159.6110805,20.86198214,193.9378906,420.0000001,12.80026207,100006.8811,1.56E-02,420.0000001
 06/01  07:30:00,19.698375,0,51530.60505,165.1615436,20.88575244,193.7627143,420.0000001,12.80026552,100006.9804,1.56E-02,420.0000001
 06/01  07:35:00,19.748375,0,54303.49507,173.3453992,20.91059428,193.8979002,420.0000001,12.80026821,100007.0796,1.56E-02,420.0000001
 06/01  07:40:00,19.798375,0,57043.70643,181.5454471,20.93683445,194.0595146,420,12.80027066,100007.1789,1.56E-02,420
 06/01  07:45:00,19.848375,0,59750.17199,189.7521668,20.96432769,194.1854007,420,12.80027356,100007.2782,1.56E-02,420
 06/01  07:50:00,19.898375,0,62421.78609,197.9562937,20.99278737,194.3022013,420,12.80027599,100007.3774,1.56E-02,420
 06/01  07:55:00,19.948375,0,65057.39064,206.148812,21.02201326,194.4368335,420,12.80027727,100007.4767,1.56E-02,420
 06/01  08:00:00,19.998375,0,67655.76322,214.3209468,21.05191911,194.5986175,420,12.80027816,100007.5759,1.56E-02,420
 06/01  08:05:00,20.048375,0,70215.60702,221.2205168,21.08235924,194.7346789,420,12.80027045,100007.6752,1.56E-02,420
 06/01  08:10:00,20.098375,0,72735.54276,228.0158036,21.1133027,194.9131195,420,12.80026692,100007.7745,1.56E-02,420
 06/01  08:15:00,20.148375,0,75214.10274,234.7005042,21.1447696,195.1222537,420,12.80026135,100007.8737,1.56E-02,420
 06/01  08:20:00,20.198375,0,77649.72724,241.2684575,21.17676911,195.3534567,420,12.80025574,100007.973,1.56E-02,420
 06/01  08:25:00,20.248375,0,80040.76347,247.7136379,21.20928501,195.6021777,420,12.80025089,100008.0723,1.56E-02,420
 06/01  08:30:00,20.298375,0,82385.4674,254.0301466,21.24228579,195.8663601,420,12.80024686,100008.1715,1.56E-02,420
 06/01  08:35:00,20.348375,0,81066.66125,249.4439012,21.27372425,195.2466678,420,12.80024346,100008.2708,1.56E-02,420
 06/01  08:40:00,20.398375,0,79802.48617,244.9854321,21.30252784,194.5945525,420,12.80023953,100008.37,1.56E-02,420
 06/01  08:45:00,20.448375,0,78589.78908,240.6549788,21.32902781,194.0921053,420,12.80023551,100008.4693,1.56E-02,420
 06/01  08:50:00,20.498375,0,77425.8867,236.4526232,21.35398507,193.660219,420,12.800232,100008.5686,1.56E-02,420
 06/01  08:55:00,20.548375,0,76308.51439,232.378303,21.37791363,193.2168303,420,12.80022917,100008.6678,1.56E-02,420
 06/01  09:00:00,20.598375,0,75235.77874,228.4318236,21.40099803,192.7328777,420,12.80022683,100008.7671,1.56E-02,420
 06/01  09:05:00,20.598375,1,74206.11275,223.5853813,21.52771297,185.7968056,430.2282579,12.8002126,100008.5686,1.56E-02,420
 06/01  09:10:00,20.598375,1,73218.23308,218.9068848,21.66771159,171.5457775,445.6082009,12.80019826,100008.37,1.56E-02,429.0099428
 06/01  09:15:00,20.598375,1,72271.09839,214.3951945,21.76096779,161.75058,461.2388959,12.80016829,100008.1715,1.56E-02,442.5579397
 06/01  09:20:00,20.598375,1,71363.86853,210.0490193,21.80905869,159.0623926,475.1371725,12.80014026,100007.973,1.56E-02,456.326821
 06/01  09:25:00,20.598375,1,70495.86423,205.8669319,21.83612162,160.1536652,487.0857159,12.80012654,100007.7745,1.56E-02,468.5696368
 06/01  09:30:00,20.598375,1,69666.52706,201.8473838,21.85959173,161.963051,497.4127752,12.8001262,100007.5759,1.56E-02,479.0949573
 06/01  09:35:00,20.598375,1,70859.57337,203.2629131,21.88583254,163.7539448,506.4481449,12.80013219,100007.3774,1.56E-02,488.191933
 06/01  09:40:00,20.598375,1,72014.61834,204.5804227,21.91446914,165.1625043,514.4118181,12.8001391,100007.1789,1.56E-02,496.1510757
 06/01  09:45:00,20.598375,1,73130.61025,205.7981303,21.94360085,166.3984758,521.4464289,12.80014445,100006.9804,1.56E-02,503.1661746
 06/01  09:50:00,20.598375,1,74206.66649,206.9143577,21.97221257,167.661522,527.6589874,12.80014807,100006.7819,1.56E-02,509.3628741
 06/01  09:55:00,20.598375,1,75242.09875,207.9275342,22.000245,168.9920678,533.1417206,12.80015067,100006.5833,1.56E-02,514.8354382
 06/01  10:00:00,20.598375,1,76236.43665,208.8362008,22.02796679,170.3549366,537.9781215,12.80015283,100006.3848,1.56E-02,519.6651084
 06/01  10:05:00,20.73170833,1,77189.44923,209.642412,22.06219796,171.0069183,542.2472618,12.80015453,100006.1863,1.56E-02,523.9254327
 06/01  10:10:00,20.86504167,1,78101.16345,210.34902,22.1034683,170.5074203,546.0181719,12.80015522,100005.9878,1.56E-02,527.6860643
 06/01  10:15:00,20.998375,1,78971.87901,210.9548286,22.14861666,169.3105114,549.3503438,12.80015399,100005.7893,1.56E-02,531.0078112
 06/01  10:20:00,21.13170833,1,79802.17889,211.4587193,22.19486234,167.9104895,552.2955786,12.80015107,100005.5907,1.56E-02,533.9430792
 06/01  10:25:00,21.26504167,1,80592.93467,211.8596543,22.24107794,166.5423853,554.8994298,12.80014751,100005.3922,1.56E-02,536.5374993
 06/01  10:30:00,21.398375,1,81345.30645,212.1566794,22.28721062,165.2370374,557.202111,12.80014419,100005.1937,1.56E-02,538.8311988
 06/01  10:35:00,21.53170833,1,84801.17119,219.0644959,22.33456787,164.4442331,559.2390918,12.80014145,100004.9952,1.56E-02,540.8596015
 06/01  10:40:00,21.66504167,1,90725.9667,224.3656312,22.38551389,164.4310192,561.0415701,12.80013974,100004.7967,1.56E-02,542.6539521
 06/01  10:45:00,21.798375,1,93388.56749,230.5000042,22.4390844,163.6638596,562.6370337,12.80013941,100004.5981,1.56E-02,544.2417324
 06/01  10:50:00,21.93170833,1,95825.71719,236.2049891,22.4935596,162.6794934,564.0497771,12.8001388,100004.3996,1.56E-02,545.6471561
 06/01  10:55:00,22.06504167,1,98046.9076,242.2793364,22.54819163,161.7759993,565.3012876,12.80013755,100004.2011,1.56E-02,546.8916238
 06/01  11:00:00,22.198375,1,100062.9549,247.0738533,22.60306855,160.9871936,566.4105421,12.8001361,100004.0026,1.56E-02,547.9940636
 06/01  11:05:00,22.34004167,1,101885.7946,252.8431883,22.65914619,160.3341352,567.3938168,12.80014415,100003.5063,1.56E-02,548.9711919
 06/01  11:10:00,22.48170833,1,103528.2401,257.7367943,22.71670821,159.6327067,568.2656562,12.80014751,100003.01,1.56E-02,549.8373461
 06/01  11:15:00,22.623375,1,105003.7069,261.729691,22.77548754,158.8844373,569.0391016,12.80015296,100002.5137,1.56E-02,550.6053383
 06/01  11:20:00,22.76504167,1,106325.9063,264.7952236,22.8351363,158.1311164,569.7257567,12.80015812,100002.0174,1.56E-02,551.2866566
 06/01  11:25:00,22.90670833,1,107508.514,266.9050302,22.89544287,157.3969935,570.3358771,12.80016213,100001.5211,1.56E-02,551.8915224
 06/01  11:30:00,23.048375,1,108564.8185,268.0289918,22.95629525,156.6757825,570.8784996,12.80016503,100001.0248,1.56E-02,552.4289697
 06/01  11:35:00,23.19004167,1,105315.7677,273.831591,23.01486348,154.7407819,571.3616757,12.80016707,100000.5284,1.56E-02,552.906959
 06/01  11:40:00,23.33170833,1,103653.8462,270.790042,23.07080684,153.2522949,571.7925673,12.80016732,100000.0321,1.56E-02,553.3325827
 06/01  11:45:00,23.473375,1,97429.7864,277.1330906,23.12261232,150.8479925,572.1775622,12.80016704,99999.53584,1.56E-02,553.7121496
 06/01  11:50:00,23.61504167,1,95394.62169,272.5411238,23.17172728,149.2426383,572.5222772,12.80016586,99999.03954,1.56E-02,554.0512868
 06/01  11:55:00,23.75670833,1,93906.0711,267.2324942,23.22004861,147.8737184,572.8315757,12.80016511,99998.54324,1.56E-02,554.3549419
 06/01  12:00:00,23.898375,1,90443.47537,269.6471635,23.26716095,145.9095713,573.109707,12.80016475,99998.04694,1.56E-02,554.627399
 06/01  12:05:00,23.94004167,0.5,91084.60922,269.4828494,23.26395381,149.7139835,568.2448807,12.80016284,99998.04694,1.56E-02,554.8724013
 06/01  12:10:00,23.98170833,0.5,91719.07419,269.2466801,23.25079834,156.6518054,560.7759412,12.80016074,99998.04694,1.56E-02,550.5870375
 06/01  12:15:00,24.023375,0.5,92342.91723,268.9305284,23.25549569,161.6938621,553.1533232,12.80016781,99998.04694,1.56E-02,544.0077433
 06/01  12:20:00,24.06504167,0.5,92952.04233,268.5266034,23.27864578,163.746028,546.3697755,12.80017758,99998.04694,1.56E-02,537.2930756
 06/01  12:25:00,24.10670833,0.5,90315.73955,260.8985532,23.30855729,163.3529192,540.5365829,12.80018332,99998.04694,1.56E-02,531.3175344
 06/01  12:30:00,24.148375,0.5,90969.70721,261.129372,23.33848079,163.2880551,535.4928723,12.80018329,99998.04694,1.56E-02,526.1791489
 06/01  12:35:00,24.19004167,0.5,90475.60904,254.9935823,23.36664337,163.2995365,531.0768433,12.80018086,99998.04694,1.56E-02,521.7362082
 06/01  12:40:00,24.23170833,0.5,93048.90431,255.9459916,23.39517413,164.1313326,527.1810979,12.8001782,99998.04694,1.56E-02,517.8461841
 06/01  12:45:00,24.273375,0.5,92530.63872,249.9567558,23.42405781,164.3088113,523.7364773,12.80017667,99998.04694,1.56E-02,514.4144713
 06/01  12:50:00,24.31504167,0.5,92023.29879,243.823154,23.45238977,164.2601127,520.6913382,12.80017523,99998.04694,1.56E-02,511.3801488
 06/01  12:55:00,24.35670833,0.5,91528.88196,237.5612407,23.47972751,164.2165967,518.0012058,12.80017351,99998.04694,1.56E-02,508.6977243
 06/01  13:00:00,24.398375,0.5,91049.19491,231.1868287,23.50614463,164.2049313,515.6257681,12.80017168,99998.04694,1.56E-02,506.3280208
 06/01  13:05:00,24.498375,1,94108.87648,219.6801115,23.58140146,160.2579031,518.6422454,12.80017565,99997.35211,1.56E-02,504.2355277
 06/01  13:10:00,24.598375,1,93699.25211,215.413815,23.66642607,153.2117346,524.4817261,12.80017692,99996.65729,1.56E-02,506.8927043
 06/01  13:15:00,24.698375,1,93302.29058,211.1238596,23.73431504,148.186011,530.6677186,12.80017235,99995.96246,1.56E-02,512.036629
 06/01  13:20:00,24.798375,1,97502.78965,199.0065869,23.78694845,147.1211378,536.1847201,12.80016648,99995.26764,1.56E-02,517.4857914
 06/01  13:25:00,24.898375,1,97021.74955,194.8073386,23.83197908,146.2796718,540.9015905,12.80016482,99994.57282,1.56E-02,522.3456481
 06/01  13:30:00,24.998375,1,100003.7423,186.1475908,23.8764556,146.3878738,544.9617575,12.80016602,99993.87799,1.56E-02,526.5006795
 06/01  13:35:00,25.098375,1,99915.45831,183.5060528,23.92179947,145.8719584,548.5116223,12.80016866,99993.18317,1.56E-02,530.0772292
 06/01  13:40:00,25.198375,1,96570.74122,188.6998238,23.9652666,144.3351655,551.6449937,12.80017077,99992.48834,1.56E-02,533.2042601
 06/01  13:45:00,25.298375,1,96569.99506,187.7020266,24.00243823,143.9797857,554.4104487,12.79582041,99991.79352,1.56E-02,535.9644073
 06/01  13:50:00,25.398375,1,96557.24055,186.6780511,24.00392142,147.8245132,556.79595,12.6434277,99991.0987,1.67E-02,538.4004616
 06/01  13:55:00,25.498375,1,96531.65466,185.6268147,24.00397647,152.7458659,558.8621473,12.77274988,99990.40387,1.69E-02,540.5018194
 06/01  14:00:00,25.598375,1,96492.44032,184.547333,24.00403305,157.4346756,560.6439823,12.72390207,99989.70905,1.75E-02,542.3219065
 06/01  14:05:00,25.69004167,1,96438.82517,184.4161978,24.00406566,161.8081114,562.1752974,12.7371982,99988.91496,1.81E-02,543.8915024
 06/01  14:10:00,25.78170833,1,96370.05992,184.2512306,24.00408763,166.0345054,563.4877448,12.74397489,99988.12088,1.86E-02,545.2404184
 06/01  14:15:00,25.873375,1,96285.4168,184.0506847,24.0041024,170.101604,564.6091456,12.74767506,99987.3268,1.91E-02,546.3965367
 06/01  14:20:00,25.96504167,1,96184.18775,183.8129745,24.00411272,173.999727,565.5634257,12.75161403,99986.53271,1.96E-02,547.3843645
 06/01  14:25:00,26.05670833,1,96065.68265,183.5366682,24.00412296,177.723889,566.3709223,12.76054005,99985.73863,2.00E-02,548.2249778
 06/01  14:30:00,26.148375,1,95929.22746,183.2204805,24.00412959,181.2747254,567.0501137,12.76420542,99984.94454,2.05E-02,548.9362913
 06/01  14:35:00,26.24004167,1,94157.18444,178.6386343,24.00413105,184.156938,567.6189703,12.76920807,99984.15046,2.09E-02,549.5345824
 06/01  14:40:00,26.33170833,1,92382.15035,174.0827291,24.00412949,186.6191184,568.0936161,12.77283872,99983.35637,2.13E-02,550.0356809
 06/01  14:45:00,26.423375,1,90604.64764,169.5549363,24.00412617,188.7550818,568.4877492,12.77560277,99982.56229,2.16E-02,550.4537904
 06/01  14:50:00,26.51504167,1,88825.20248,165.0573561,24.00412184,190.5921298,568.8129424,12.77795282,99981.7682,2.19E-02,550.8009772
 06/01  14:55:00,26.60670833,1,87044.34306,160.592015,24.00411719,192.145074,569.0791215,12.78003945,99980.97412,2.22E-02,551.0874358
 06/01  15:00:00,26.698375,1,85262.59793,156.1608632,24.00411333,193.4175026,569.2949419,12.78195395,99980.18004,2.25E-02,551.3219097
 06/01  15:05:00,26.698375,1,84642.58757,146.4584071,24.00410486,194.592457,569.4722131,12.79253899,99980.18004,2.26E-02,551.5120231
 06/01  15:10:00,26.698375,1,82735.3377,143.8675781,24.00405879,195.4484223,569.620597,12.79519926,99980.18004,2.27E-02,551.668179
 06/01  15:15:00,26.698375,1,80832.58324,147.4518827,24.00402917,195.9596271,569.746944,12.79707468,99980.18004,2.27E-02,551.7988885
 06/01  15:20:00,26.698375,1,78934.88936,151.2142909,24.00400303,196.2660761,569.8557489,12.79806062,99980.18004,2.28E-02,551.910186
 06/01  15:25:00,26.698375,1,77042.80974,148.9132705,24.00393333,196.4019273,569.9522491,12.77778489,99980.18004,2.31E-02,552.0060309
 06/01  15:30:00,26.698375,1,75156.88597,145.2929248,24.00392119,196.3658651,570.0357615,12.80252091,99980.18004,2.31E-02,552.0910367
 06/01  15:35:00,26.698375,1,72832.52748,141.1123152,24.00390479,196.0430108,570.1091543,12.80342858,99980.18004,2.30E-02,552.1646016
 06/01  15:40:00,26.698375,1,70491.89194,136.8814805,24.00388788,195.4800506,570.175742,12.80455597,99980.18004,2.29E-02,552.2292525
 06/01  15:45:00,26.698375,1,68135.03742,132.6019046,24.00387041,194.7150428,570.2380996,12.8054897,99980.18004,2.29E-02,552.2879087
 06/01  15:50:00,26.698375,1,65761.98542,128.2748924,24.00385248,193.7586307,570.2981054,12.8064462,99980.18004,2.28E-02,552.3428387
 06/01  15:55:00,26.698375,1,64514.56319,121.0985118,24.00383491,192.9481373,570.3561943,12.80586076,99980.18004,2.27E-02,552.3956971
 06/01  16:00:00,26.698375,1,61948.45192,116.7801775,24.00381661,191.7376298,570.4136166,12.8077763,99980.18004,2.25E-02,552.4468668
 06/01  16:05:00,26.648375,1,59374.47047,112.7288897,24.00379199,190.0425308,570.4765864,12.81615721,99980.2793,2.23E-02,552.4974495
 06/01  16:10:00,26.598375,1,56792.52143,108.6064072,24.0037694,188.1640452,570.5492788,12.81745731,99980.37856,2.20E-02,552.5529188
 06/01  16:15:00,26.548375,1,54202.45375,104.4135275,24.00375232,186.1053612,570.632987,12.81826436,99980.47782,2.18E-02,552.6169526
